id,src_id,pos,player,team,rush_att,rush_yds,rush_tds,rec_yds,rec_tds,rec,rec_tgt,data_src,fumbles_lost,site_pts,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
15255,23310,RB,Kenneth Gainwell,PHI,2,9.1,0.1,5.4,0,0.7,NA,FantasyPros,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16593,23013,RB,Blake Corum,LAR,3.6,13.7,0.1,0.7,0,0.1,NA,FantasyPros,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11225,11613,RB,Cordarrelle Patterson,PIT,2.3,9.4,0.1,3.8,0,0.5,NA,FantasyPros,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16610,25987,RB,Jaylen Wright,MIA,2.4,9.4,0,4.5,0,0.5,NA,FantasyPros,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15734,23162,RB,Keaontay Ingram,KC,2.4,9.5,0.1,2.2,0,0.3,NA,FantasyPros,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16385,25654,RB,Emari Demercado,ARI,0.8,5.4,0,6.9,0,1,NA,FantasyPros,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15726,23986,RB,Ronnie Rivers,LAR,1.8,7.5,0,4.6,0,0.6,NA,FantasyPros,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15257,19425,RB,Trey Sermon,IND,2.6,8.6,0.1,3,0,0.4,NA,FantasyPros,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16176,22984,RB,Deuce Vaughn,DAL,2.1,8,0.1,3,0,0.4,NA,FantasyPros,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,18026,RB,Jeff Wilson Jr.,MIA,1.7,7.4,0.1,2,0,0.3,NA,FantasyPros,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,18616,RB,Travis Homer,CHI,1.7,6.2,0,3.7,0,0.5,NA,FantasyPros,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13148,16879,RB,Dare Ogunbowale,HOU,0.8,2.8,0,6.2,0,0.9,NA,FantasyPros,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12155,13924,RB,Ameer Abdullah,LV,1.6,4.8,0,2.8,0,0.4,NA,FantasyPros,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16605,22894,RB,Jase McClellan,ATL,0,3.4,0,2.2,0,0.3,NA,FantasyPros,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15733,24173,RB,Pierre Strong Jr.,CLE,0.3,1.4,0,3,0,0.5,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16173,23075,RB,Eric Gray,NYG,0.7,3.4,0,1.1,0,0.2,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16175,25322,RB,Roschon Johnson,CHI,0.1,1.9,0,1.8,0,0.2,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15730,22976,RB,Tyler Goodson,IND,0.1,1.3,0,2.6,0,0.4,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16170,25329,RB,Kenny McIntosh,SEA,0.6,2.5,0,1.5,0,0.2,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14331,19111,RB,D'Ernest Johnson,JAC,0.3,3.5,0,1,0,0.1,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14817,19544,RB,Patrick Taylor Jr.,SF,0.6,3.3,0,0.8,0,0.1,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13138,16425,RB,Kareem Hunt,KC,0.3,1.3,0,1.3,0,0.2,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14821,19627,RB,JaMycal Hasty,NE,0.7,2.2,0,1.4,0,0.2,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16601,22930,RB,Will Shipley,PHI,0,1.8,0,0.9,0,0.1,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12325,14191,RB,Michael Burton,DEN,0.1,0.6,0,2.7,0,0.4,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15720,23798,RB,Hassan Haskins,LAC,0.3,1.7,0,1.6,0,0.2,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16424,25816,RB,Jordan Mims,NO,0.1,1.8,0,0.7,0,0.1,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16678,26309,RB,Sione Vaki,DET,0.1,1.4,0,2,0,0.3,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15650,23451,RB,Adam Prentice,NO,0.3,1.3,0,1.3,0,0.2,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14420,18571,RB,Alec Ingold,MIA,0.1,0.5,0,2.2,0,0.3,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13455,17145,RB,Patrick Ricard,BAL,0.2,0.6,0,1.7,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12923,16209,RB,C.J. Ham,MIN,0.1,0.5,0,2,0,0.3,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16391,25941,RB,Hunter Luepke,DAL,0.2,0.7,0,1.5,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16757,26355,RB,Kimani Vidal,LAC,0,1.5,0,0.5,0,0.1,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16752,25977,RB,Isaiah Davis,NYJ,0,1.5,0,0.6,0,0.1,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16803,26391,RB,Blake Watson,DEN,0,0.9,0,0.8,0,0.1,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14727,19074,RB,Craig Reynolds,DET,0,0.7,0,1.5,0,0.2,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14815,19521,RB,DeeJay Dallas,ARI,0.1,1,0,1,0,0.1,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,19844,RB,Reggie Gilliam,BUF,0,0,0,1.4,0,0.2,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16166,23679,RB,Sean Tucker,TB,0,1,0,0.6,0,0.1,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13868,17813,RB,Mike Boone,CAR,0.2,0.9,0,0.4,0,0.1,NA,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16613,26194,RB,Dylan Laube,LV,0,0.6,0,0.9,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13143,16445,RB,Jeremy McNichols,WAS,0,0.8,0,0.5,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15973,20100,RB,Raheem Blackshear,CAR,0,0.6,0,0.7,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14552,18847,RB,Khari Blasingame,CHI,0.1,0.3,0,0.4,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15454,23279,RB,Avery Williams,ATL,0.1,0.3,0,0.4,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16168,24352,RB,Israel Abanikanda,NYJ,0.1,0.3,0,0.4,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14081,17251,RB,Myles Gaskin,MIN,0.1,0.2,0,0.4,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16600,26216,RB,Cody Schrader,LAR,0,0.6,0,0.2,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13132,NA,RB,"Kamara, Alvin",NOS,16.6,72,0.7,39,0.2,5,6.1,FantasySharks,0.1,16.1,PHI,0.5,0.1,0,0,0,0,0.6,0.2,0.1,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13604,NA,RB,"Barkley, Saquon",PHI,17,75,0.7,17,0.2,2.4,3.3,FantasySharks,0.1,14.8,@NOS,0.5,0.2,0,0,0,0,0.6,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12626,NA,RB,"Henry, Derrick",BAL,15.8,72,0.9,15,0,1.6,2.7,FantasySharks,0,14.1,@DAL,0.6,0.1,0.1,0,0,0,0.2,0.1,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12447,NA,RB,"Mostert, Raheem",MIA,13.7,64,0.7,16,0.3,2.2,2.8,FantasySharks,0,13.7,@SEA,0.5,0.1,0.1,0,0,0,0.4,0.1,0,4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14802,NA,RB,"Taylor, Jonathan",IND,17,80,0.6,15,0.1,2.1,3,FantasySharks,0.1,13.6,CHI,0.5,0.1,0,0,0,0,0.4,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15972,NA,RB,"Mason, Jordan",SFO,15.2,77,0.8,7,0.1,1.1,1.5,FantasySharks,0.1,13.6,@LAR,0.6,0.2,0,0,0,0,0.1,0.1,0,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16167,NA,RB,"Achane, De'Von",MIA,11.1,59,0.5,32,0.2,3.7,4.5,FantasySharks,0,13.5,@SEA,0.3,0.1,0.1,0,0,0.1,0.8,0.1,0.1,3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16162,NA,RB,"Gibbs, Jahmyr",DET,13,65,0.8,21,0.1,3.6,5,FantasySharks,0.1,13.3,@ARI,0.4,0.2,0.1,0,0,0,1.1,0.1,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15715,NA,RB,"Cook, James",BUF,14.5,70,0.3,27,0.3,2.8,3.3,FantasySharks,0.1,13.3,JAC,0.1,0,0.1,0,0.1,0,0.4,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15710,NA,RB,"Williams, Kyren",LAR,15.6,66,0.8,14,0.1,2.4,3.4,FantasySharks,0.1,13.3,SFO,0.7,0.1,0.1,0,0,0,1.1,0.1,0,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15708,NA,RB,"Hall, Breece",NYJ,13.1,59,0.4,34,0.2,4.2,5.3,FantasySharks,0.1,13,NEP,0.2,0,0,0.1,0,0.1,0.3,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13146,NA,RB,"Conner, James",ARI,14.6,69,0.6,15,0.1,2.3,2.9,FantasySharks,0,12.8,DET,0.5,0,0.1,0,0,0,0.3,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15711,NA,RB,"Walker III, Kenneth",SEA,16.7,70,0.6,16,0,2.2,2.9,FantasySharks,0,12.7,MIA,0.3,0.2,0.1,0,0,0,0.4,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15253,NA,RB,"Etienne, Travis",JAC,14.3,60,0.6,21,0,2.9,3.9,FantasySharks,0.2,12,@BUF,0.5,0,0.1,0,0,0.1,0.3,0.1,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14800,NA,RB,"Dobbins, J.K.",LAC,12.8,77,0.5,13,0,2.2,2.9,FantasySharks,0.1,11.9,@PIT,0.1,0.2,0,0,0.2,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13131,NA,RB,"Mixon, Joe",HOU,15.9,67,0.4,18,0.1,2.5,3.3,FantasySharks,0,11.9,@MIN,0.4,0,0,0,0,0,0.5,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14798,NA,RB,"Moss, Zack",CIN,15,58,0.5,19,0.2,2.5,3.7,FantasySharks,0,11.8,WAS,0.5,0,0,0,0,0,0.6,0.1,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15259,NA,RB,"Stevenson, Rhamondre",NEP,15.4,65,0.4,23,0.1,4.1,5.5,FantasySharks,0.1,11.6,@NYJ,0.4,0,0,0,0,0,0.8,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16161,NA,RB,"Robinson, Bijan",ATL,13,67,0.3,27,0.1,3.2,4.7,FantasySharks,0.1,11.5,KCC,0.2,0.1,0,0,0,0,0.7,0.1,0.1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14071,NA,RB,"Montgomery, David",DET,11,55,0.8,13,0,1.8,2.3,FantasySharks,0,11.5,@ARI,0.7,0,0,0,0,0,0.2,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14073,NA,RB,"Jacobs, Josh",GBP,18,80,0.3,13,0,1.7,2.4,FantasySharks,0.2,10.8,@TEN,0.3,0,0,0,0,0,0.3,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14085,NA,RB,"Pollard, Tony",TEN,14.2,59,0.5,21,0,3.2,4.1,FantasySharks,0,10.8,GBP,0.2,0,0.2,0,0,0,0.7,0.1,0,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15716,NA,RB,"Robinson, Brian",WAS,13.5,61,0.3,18,0.2,2,2.6,FantasySharks,0.1,10.5,@CIN,0.2,0.1,0,0,0,0,0.4,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15721,NA,RB,"White, Rachaad",TBB,15,53,0.2,32,0.2,3.8,4.2,FantasySharks,0.1,10.4,DEN,0.2,0,0,0,0,0,0.5,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15254,NA,RB,"Harris, Najee",PIT,15.7,64,0.4,10,0,1.7,2.4,FantasySharks,0.1,10,LAC,0.4,0,0,0,0,0,0.3,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080,NA,RB,"Singletary, Devin",NYG,14.6,61,0.4,13,0,2.3,3.2,FantasySharks,0.2,9.8,@CLE,0.4,0,0,0,0,0,0.2,0.1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15713,NA,RB,"Ford, Jerome",CLE,11,50,0.3,16,0.2,2.6,3.8,FantasySharks,0,9.5,NYG,0.2,0,0,0,0,0,0.3,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223,NA,RB,"Mattison, Alexander",LVR,10,43,0.3,14,0.2,1.7,2.4,FantasySharks,0,9,CAR,0.3,0,0,0,0,0,0.3,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14797,NA,RB,"Swift, D'Andre",CHI,14,55,0.3,16,0.1,2.6,3.6,FantasySharks,0,9,@IND,0.2,0.1,0,0,0,0,0.3,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15714,NA,RB,"White, Zamir",LVR,12,55,0.3,17,0,2.7,3.7,FantasySharks,0.1,8.6,CAR,0.2,0,0,0,0,0,0.3,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14852,NA,RB,"Gibson, Antonio",NEP,9,45,0.2,21,0.1,2.7,3.2,FantasySharks,0,8.5,@NYJ,0.2,0,0,0,0,0,0.3,0.1,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13319,NA,RB,"Jones, Aaron",MIN,11.1,53,0.2,17,0,2.5,3.2,FantasySharks,0.2,8.1,HOU,0.2,0,0,0,0,0,0.8,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13133,NA,RB,"Perine, Samaje",KCC,9,36,0.3,24,0.1,2.9,3.5,FantasySharks,0.1,8.1,@ATL,0.2,0,0,0,0,0,0.4,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12625,NA,RB,"Elliott, Ezekiel",DAL,11.1,42,0.4,16,0,2.7,3.5,FantasySharks,0,8,BAL,0.3,0,0,0,0,0,0.6,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15261,NA,RB,"Hubbard, Chuba",CAR,13.5,54,0.2,14,0,2.3,3.1,FantasySharks,0,8,@LVR,0.2,0,0,0,0,0,0.1,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,NA,RB,"Hill, Justice",BAL,8,38,0.1,27,0.1,3.5,4.7,FantasySharks,0,7.9,@DAL,0.1,0,0,0,0,0,0.4,0.1,0,6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15256,NA,RB,"Williams, Javonte",DEN,12.6,43,0.2,18,0.1,2.9,3.5,FantasySharks,0.1,7.8,@TBB,0.2,0,0,0,0,0,0.2,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13850,NA,RB,"Edwards, Gus",LAC,11,46,0.3,6,0,0.7,0.8,FantasySharks,0.1,7,@PIT,0.3,0,0,0,0,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15712,NA,RB,"Allgeier, Tyler",ATL,9.5,42,0.2,10,0.1,1,1.1,FantasySharks,0,6.7,KCC,0.1,0,0,0,0,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
