player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Lamb, CeeDee",WR,DAL,NA,9,5.8,81,NA,NA,0.6,NA,5,NA,0,0,11.9,NA,NA,FantasySharks,14832,HOU,1.1,0.2,0,0.2,0.1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,8.5,6,82,NA,NA,0.5,NA,0,NA,0,0,11.2,NA,NA,FantasySharks,14835,CLE,0.7,0.2,0.1,0.1,0,0.1,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,ARI,NA,9.5,6.7,80,NA,NA,0.5,NA,0,NA,0,0,11.1,NA,NA,FantasySharks,11232,NEP,0.9,0.2,0.1,0.2,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,7.3,4.4,60,NA,NA,0.2,NA,19,NA,0.3,0.1,10.9,NA,NA,FantasySharks,14136,TBB,0.8,0.1,0,0,0,0.1,0.1,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,9.5,6,78,NA,NA,0.4,NA,1,NA,0,0.1,10.4,NA,NA,FantasySharks,15284,@LAC,0.7,0.2,0.1,0.1,0,0.1,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,9.1,5.8,73,NA,NA,0.5,NA,1,NA,0,0.1,10.4,NA,NA,FantasySharks,13633,@TEN,1.3,0.4,0.1,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,8.8,6,78,NA,NA,0.4,NA,0,NA,0,0,10.4,NA,NA,FantasySharks,15753,@BUF,1.3,0.2,0,0.1,0,0,0.1,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,9.8,5.8,71,NA,NA,0.5,NA,0,NA,0,0,10.2,NA,NA,FantasySharks,11671,@SFO,1.4,0.3,0.1,0.1,0.1,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,7.3,4.8,68,NA,NA,0.6,NA,0,NA,0,0.1,10.2,NA,NA,FantasySharks,12187,CAR,0.8,0.1,0,0.1,0.2,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,8.8,6,70,NA,NA,0.5,NA,0,NA,0,0.1,10.1,NA,NA,FantasySharks,14102,CAR,1.5,0.2,0.2,0,0,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,LAC,NA,9.5,6.5,73,NA,NA,0.4,NA,0,NA,0,0.1,9.7,NA,NA,FantasySharks,11222,MIA,1.2,0.2,0.1,0,0.1,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,7.5,5.5,67,NA,NA,0.5,NA,0,NA,0,0.1,9.4,NA,NA,FantasySharks,15282,@NYG,0.7,0.1,0.2,0,0.1,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,8.1,4.5,63,NA,NA,0.5,NA,0,NA,0,0,9.2,NA,NA,FantasySharks,12175,@CIN,1,0.2,0.2,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,10.5,7,70,NA,NA,0.3,NA,1,NA,0,0.1,9.1,NA,NA,FantasySharks,13163,@SFO,1.5,0.1,0.2,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,7.5,5.5,65,NA,NA,0.4,NA,1,NA,0,0,9,NA,NA,FantasySharks,14833,KCC,0.8,0.2,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,9,5.2,65,NA,NA,0.4,NA,2,NA,0,0,8.9,NA,NA,FantasySharks,13635,@SEA,0.6,0.1,0.1,0.1,0.1,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,9.2,5.9,63,NA,NA,0.4,NA,1,NA,0,0,8.8,NA,NA,FantasySharks,14105,NEP,1,0.1,0,0.2,0.1,0,0,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,7,5.5,65,NA,NA,0.4,NA,0,NA,0,0.1,8.8,NA,NA,FantasySharks,13156,@DEN,0.9,0,0.1,0,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,6.2,4,55,NA,NA,0.5,NA,0.1,NA,0,0,8.7,NA,NA,FantasySharks,14845,NYJ,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,LAC,NA,7.5,5,62,NA,NA,0.4,NA,0,NA,0,0,8.5,NA,NA,FantasySharks,13154,MIA,1.1,0.1,0.2,0,0,0.1,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,HOU,NA,8.3,5.5,65,NA,NA,0.3,NA,1,NA,0,0,8.4,NA,NA,FantasySharks,11674,@DAL,0.8,0.1,0.1,0.1,0,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,5.9,3.9,63,NA,NA,0.4,NA,0,NA,0,0,8.4,NA,NA,FantasySharks,15752,JAC,0.5,0.1,0,0.1,0,0,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,MIN,NA,8.2,5.2,58,NA,NA,0.4,NA,0,NA,0,0,8.4,NA,NA,FantasySharks,11938,@DET,1.4,0.2,0.1,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,7,4.7,57,NA,NA,0.4,NA,1,NA,0,0.1,8.1,NA,NA,FantasySharks,14840,TBB,0.9,0.2,0.2,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,6.7,4.2,51,NA,NA,0.3,NA,4,NA,0.1,0,8,NA,NA,FantasySharks,15762,BAL,0.7,0.1,0.1,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,7,5,62,NA,NA,0.3,NA,-0.4,NA,0,0,8,NA,NA,FantasySharks,14122,PHI,0.4,0,0.1,0,0.1,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,6.8,5,60,NA,NA,0.3,NA,0,NA,0,0.1,7.8,NA,NA,FantasySharks,14857,@CIN,0.6,0.1,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,7.2,4.9,59,NA,NA,0.3,NA,1,NA,0,0.1,7.6,NA,NA,FantasySharks,14127,@ARI,0.9,0.1,0,0.1,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,6,4.3,52,NA,NA,0.4,NA,0,NA,0,0,7.6,NA,NA,FantasySharks,12650,CLE,0.7,0.1,0.1,0.1,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,DET,NA,6.5,4.4,57,NA,NA,0.3,NA,1,NA,0,0,7.3,NA,NA,FantasySharks,13668,MIN,0.5,0.2,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Corey",WR,NYJ,NA,6.5,3.7,57,NA,NA,0.2,NA,1,NA,0,0.1,7.1,NA,NA,FantasySharks,13153,@BUF,0.8,0.1,0,0,0,0,0.1,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,7,5,55,NA,NA,0.2,NA,0,NA,0,0,7,NA,NA,FantasySharks,15319,MIA,0.7,0.1,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,8,5,60,NA,NA,0.2,NA,0,NA,0,0,7,NA,NA,FantasySharks,13630,KCC,0.7,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,LAR,NA,5,4.5,40,NA,NA,0.3,NA,5,NA,0,0,6.7,NA,NA,FantasySharks,14858,LVR,1.1,0.1,0.1,0,0,0,0.1,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,5.1,3.1,51,NA,NA,0.2,NA,-0.2,NA,0,0,6.3,NA,NA,FantasySharks,13793,@DEN,0.8,0.1,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,6.5,4,44,NA,NA,0.3,NA,0,NA,0,0,6.2,NA,NA,FantasySharks,13646,HOU,0.8,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,BAL,NA,6,4.5,52,NA,NA,0.1,NA,1,NA,0,0,6.2,NA,NA,FantasySharks,12785,@PIT,0.8,0.1,0,0,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,9.3,5,50,NA,NA,0.1,NA,2,NA,0,0.1,6.1,NA,NA,FantasySharks,14208,BAL,1.3,0,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,5.9,3.2,42,NA,NA,0.3,NA,1,NA,0,0,6,NA,NA,FantasySharks,15288,@BUF,0.9,0,0.1,0.1,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,4.7,3.5,40,NA,NA,0.2,NA,2,NA,0.1,0,5.8,NA,NA,FantasySharks,15301,LVR,0.7,0,0.1,0,0,0,0.1,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,6.5,4.8,45,NA,NA,0.2,NA,-0.3,NA,0,0,5.7,NA,NA,FantasySharks,15283,NEP,0.7,0,0.1,0,0.1,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,7.7,5.1,50,NA,NA,0.1,NA,2,NA,0,0,5.6,NA,NA,FantasySharks,13176,@TEN,0.9,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,5.4,4,44,NA,NA,0.2,NA,0.1,NA,0,0,5.6,NA,NA,FantasySharks,15491,LVR,0.6,0.1,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,6.3,3.4,43,NA,NA,0.2,NA,0,NA,0,0,5.5,NA,NA,FantasySharks,15290,@DAL,0.8,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,6.3,4,44,NA,NA,0.2,NA,0,NA,0,0,5.4,NA,NA,FantasySharks,11228,JAC,1.1,0.1,0.1,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,BUF,NA,4,2.6,30,NA,NA,0.2,NA,4,NA,0.1,0,5.4,NA,NA,FantasySharks,13313,NYJ,0.8,0.1,0.1,0,0,0,0,9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,JAC,NA,6.8,3.7,43,NA,NA,0.2,NA,0,NA,0,0,5.3,NA,NA,FantasySharks,10738,@TEN,0.9,0,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,4.5,3.2,31,NA,NA,0.2,NA,6,NA,0.1,0,5.2,NA,NA,FantasySharks,14847,@PIT,0.7,0.1,0,0,0,0,0,28,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,4.7,3.1,45,NA,NA,0.1,NA,0,NA,0,0,5.2,NA,NA,FantasySharks,12176,@ARI,0.2,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,5.4,3,41,NA,NA,0.2,NA,0,NA,0,0,5.1,NA,NA,FantasySharks,13168,MIN,0.9,0.1,0,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3.9,2.3,37,NA,NA,0.2,NA,0,NA,0,0,4.9,NA,NA,FantasySharks,15109,JAC,0.4,0.1,0,0,0,0,0.1,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,5,3.8,35,NA,NA,0.2,NA,1,NA,0,0,4.9,NA,NA,FantasySharks,15289,@DEN,0.5,0,0.1,0.1,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,6.9,3.8,38,NA,NA,0.1,NA,-0.1,NA,0,0,4.7,NA,NA,FantasySharks,13809,@SFO,1.3,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,5.6,3.4,36,NA,NA,0.2,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,13289,@LAR,0.3,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,4.4,2.9,32,NA,NA,0.2,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,12773,@DAL,0.7,0,0.2,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,5.2,2.8,29,NA,NA,0.3,NA,1,NA,0,0,4.5,NA,NA,FantasySharks,14977,@DET,0.5,0.1,0,0.1,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,TBB,NA,4.4,2.4,30,NA,NA,0.2,NA,3,NA,0,0,4.4,NA,NA,FantasySharks,10271,@SFO,1,0.1,0,0,0.1,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,4.3,2.7,33,NA,NA,0.2,NA,1,NA,0,0.1,4.4,NA,NA,FantasySharks,12181,@ARI,0.3,0,0,0,0.1,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,4.7,2.4,38,NA,NA,0.1,NA,0,NA,0,0,4.4,NA,NA,FantasySharks,15308,@SEA,0.5,0,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIA,NA,3.3,1.9,30,NA,NA,0.2,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,13893,@LAC,0.4,0,0.1,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,4.7,3,37,NA,NA,0.1,NA,1,NA,0,0.1,4.2,NA,NA,FantasySharks,13066,MIN,0.6,0,0,0,0,0,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golladay, Kenny",WR,NYG,NA,5,2.9,37,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,13277,PHI,0.6,0.1,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hinton, Kendall",WR,DEN,NA,5,3,35,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,15183,KCC,0.1,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,4.4,3,30,NA,NA,0.2,NA,1,NA,0,0,4.1,NA,NA,FantasySharks,12394,MIA,0.5,0,0.1,0.1,0,0,0,42,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,SEA,NA,2.6,1.7,25,NA,NA,0.2,NA,1,NA,0,0,3.8,NA,NA,FantasySharks,11239,CAR,0.3,0,0.1,0.1,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,3.3,2.1,28,NA,NA,0.2,NA,0,NA,0,0.1,3.8,NA,NA,FantasySharks,14992,@NYG,0.4,0,0,0.1,0.1,0,0,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,3,2.1,28,NA,NA,0.1,NA,3,NA,0,0,3.7,NA,NA,FantasySharks,13418,@ARI,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,3.2,2.1,16,NA,NA,0.2,NA,4,NA,0,0,3.7,NA,NA,FantasySharks,13308,@TEN,0.6,0.2,0,0,0,0,0,43,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.9,2.4,27,NA,NA,0.2,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,14860,TBB,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,DAL,NA,4.1,2.4,30,NA,NA,0,NA,1,NA,0,0.1,3.1,NA,NA,FantasySharks,13172,HOU,0.6,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,3.5,2.4,17,NA,NA,0,NA,4,NA,0.1,0,2.8,NA,NA,FantasySharks,14838,@SEA,0.2,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,3.1,1.9,14,NA,NA,0,NA,5,NA,0.1,0,2.7,NA,NA,FantasySharks,13638,@BUF,0.5,0,0,0,0,0,0,39,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamler, KJ",WR,DEN,NA,2.4,1.1,18,NA,NA,0.1,NA,1,NA,0,0,2.3,NA,NA,FantasySharks,14837,KCC,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,HOU,NA,2.5,1.2,19,NA,NA,0.1,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,12188,@DAL,0.1,0,0,0.1,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,2.4,1.5,16,NA,NA,0.1,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,13641,TBB,0.4,0.1,0,0,0,0,0,25,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scott",WR,TBB,NA,3.8,2.3,18,NA,NA,0,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,14280,@SFO,0.4,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
