team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
CHI,0.9,NA,2.6,NA,0.7,0.9,0.2,24.2,NA,NA,NA,325.6,NA,10.59,NA,FleaFlicker,0521,2333,Chicago Bears,DST,@ATLSun 1:00 PM,14,NA,D/ST27,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.9,NA,2.5,NA,0.7,0.9,0.2,22.9,NA,NA,NA,335.9,NA,10.57,NA,FleaFlicker,0526,2329,Atlanta Falcons,DST,CHISun 1:00 PM,14,NA,D/ST28,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,2.7,NA,0.6,0.8,0.2,19.1,NA,NA,NA,313.1,NA,10.53,NA,FleaFlicker,0529,2347,New Orleans Saints,DST,LARSun 1:00 PM,14,NA,D/ST9,0,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.9,NA,2.5,NA,0.6,1,0.2,18.8,NA,NA,NA,344.5,NA,10.5,NA,FleaFlicker,0501,2331,Buffalo Bills,DST,CLESun 1:00 PM,7,NA,D/ST1,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,NA,2.8,NA,0.5,0.8,0.2,23.4,NA,NA,NA,347.9,NA,10.48,NA,FleaFlicker,0510,2352,Pittsburgh Steelers,DST,CINSun 4:25 PM,9,NA,D/ST20,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,NA,2.7,NA,0.5,0.7,0.2,20.9,NA,NA,NA,374.7,NA,10.33,NA,FleaFlicker,0532,2340,Houston Texans,DST,WASSun 1:00 PM,6,NA,NA,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1,NA,2.5,NA,0.6,0.8,0.2,19,NA,NA,NA,296.8,NA,10.19,NA,FleaFlicker,0520,2359,Washington Commanders,DST,@HOUSun 1:00 PM,14,NA,NA,0,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1,NA,2.4,NA,0.6,0.8,0.2,18,NA,NA,NA,299.6,NA,10,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,TENL 17-27,14,10,D/ST14,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,NA,2.1,NA,0.8,1.2,0.2,22.8,NA,NA,NA,358.2,NA,9.78,NA,FleaFlicker,0519,2328,Arizona Cardinals,DST,SFMon 8:15 PM,13,NA,D/ST26,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,2,NA,0.7,1,0.2,27.9,NA,NA,NA,401.4,NA,9.77,NA,FleaFlicker,0507,2335,Cleveland Browns,DST,@BUFSun 1:00 PM,9,NA,D/ST13,0,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.9,NA,2.2,NA,0.6,0.9,0.2,21.7,NA,NA,NA,311.8,NA,9.74,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,@NOSun 1:00 PM,7,NA,D/ST10,0,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,NA,2.2,NA,0.6,0.8,0.2,23.9,NA,NA,NA,369.9,NA,9.68,NA,FleaFlicker,0524,2345,Minnesota Vikings,DST,DALSun 4:25 PM,7,NA,D/ST24,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,NA,2.3,NA,0.6,0.8,0.2,18.6,NA,NA,NA,317.7,NA,9.6,NA,FleaFlicker,0511,2337,Denver Broncos,DST,LVSun 4:05 PM,9,NA,D/ST4,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.6,NA,2.5,NA,0.6,0.9,0.1,24.6,NA,NA,NA,358,NA,9.52,NA,FleaFlicker,0522,2338,Detroit Lions,DST,@NYGSun 1:00 PM,6,NA,NA,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.3,NA,0.6,0.9,0.2,22.4,NA,NA,NA,348.9,NA,9.5,NA,FleaFlicker,0502,2341,Indianapolis Colts,DST,PHISun 1:00 PM,14,NA,D/ST12,0,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.7,NA,2.5,NA,0.6,0.8,0.1,21.3,NA,NA,NA,350.5,NA,9.46,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,@DENSun 4:05 PM,6,NA,NA,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.8,NA,1.9,NA,0.7,1.1,0.2,20,NA,NA,NA,344.3,NA,9.4,NA,FleaFlicker,0517,2348,New York Giants,DST,DETSun 1:00 PM,9,NA,D/ST22,0,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,NA,2.2,NA,0.6,0.9,0.1,32.3,NA,NA,NA,341,NA,9.28,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,@GBW 27-17,6,9.28,D/ST19,0,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.8,NA,1.9,NA,0.6,0.9,0.2,23.8,NA,NA,NA,374.1,NA,9.18,NA,FleaFlicker,0512,2343,Kansas City Chiefs,DST,@LACSun 8:20 PM,8,NA,D/ST17,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,NA,1.9,NA,0.7,0.9,0.2,28.8,NA,NA,NA,419.6,NA,9.12,NA,FleaFlicker,0514,2353,Los Angeles Chargers,DST,KCSun 8:20 PM,8,NA,D/ST16,0,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2.4,NA,0.5,0.6,0.1,26.2,NA,NA,NA,356.2,NA,8.88,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,@BALSun 1:00 PM,13,NA,D/ST15,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.84,NA,2.8,NA,0.5,NA,0.24,14.25,NA,NA,NA,298.26,NA,9.9,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,CAR,NA,NA,NA,NA,NA,3.33,16.47,#30,1,9.87,4700,2.1,9.87,4000,2.47,9.87,17,0.58,NA,NA,NA,NA
SF,0.79,NA,2.74,NA,0.75,NA,0.21,17.5,NA,NA,NA,323.38,NA,9.09,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,ARI,NA,NA,NA,NA,NA,2.68,15.5,#19,2,9.06,4200,2.16,9.06,3000,3.02,9.06,18,0.5,NA,NA,NA,NA
PHI,0.68,NA,3.29,NA,0.68,NA,0.19,19.5,NA,NA,NA,323.52,NA,8.62,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,IND,NA,NA,NA,NA,NA,2.31,14.93,#32,3,8.58,4800,1.79,8.58,3900,2.2,8.58,22,0.39,NA,NA,NA,NA
NE,0.73,NA,2.89,NA,0.51,NA,0.21,17.5,NA,NA,NA,315.11,NA,8.59,NA,NumberFire,0504,new-england-dst,New England D/ST,D,NYJ,NA,NA,NA,NA,NA,2.28,14.9,#24,4,8.59,5000,1.72,8.59,3700,2.32,8.59,20,0.43,NA,NA,NA,NA
CIN,0.73,NA,2.79,NA,0.56,NA,0.2,18,NA,NA,NA,321.59,NA,8.45,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,PIT,NA,NA,NA,NA,NA,2.17,14.73,#25,5,8.39,4200,2,8.39,3400,2.47,8.39,15,0.56,NA,NA,NA,NA
NO,0.75,NA,3.02,NA,0.41,NA,0.2,18.5,NA,NA,NA,317.81,NA,8.25,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,LA,NA,NA,NA,NA,NA,2.01,14.49,#27,6,8.23,4100,2.01,8.23,3000,2.74,8.23,15,0.55,NA,NA,NA,NA
WSH,0.74,NA,2.73,NA,0.53,NA,0.19,19.25,NA,NA,NA,330.58,NA,7.92,NA,NumberFire,0520,washington-dst,Washington D/ST,D,HOU,NA,NA,NA,NA,NA,1.75,14.09,#28,7,7.89,4000,1.97,7.89,3100,2.55,7.89,NA,NA,NA,NA,NA,NA
PIT,0.71,NA,3.51,NA,0.39,NA,0.16,21.5,NA,NA,NA,364,NA,7.64,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,CIN,NA,NA,NA,NA,NA,1.52,13.76,#6,8,7.59,3800,2,7.59,2300,3.3,7.59,11,0.69,NA,NA,NA,NA
ATL,0.59,NA,2.82,NA,0.91,NA,0.16,23,NA,NA,NA,318.17,NA,7.38,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,CHI,NA,NA,NA,NA,NA,1.32,13.44,#15,9,7.33,3400,2.16,7.33,3300,2.22,7.33,14,0.52,NA,NA,NA,NA
GB,0.61,NA,2.36,NA,0.46,NA,0.2,18.75,NA,NA,NA,320.85,NA,7.32,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,TEN,NA,NA,NA,NA,NA,1.27,13.37,#23,10,7.32,3700,1.98,7.32,3300,2.22,7.32,13,0.56,NA,NA,NA,NA
LA,0.83,NA,2.24,NA,0.62,NA,0.17,21,NA,NA,NA,331.64,NA,7.25,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,NO,NA,NA,NA,NA,NA,1.21,13.29,#22,11,7.2,3900,1.85,7.2,2900,2.48,7.2,16,0.45,NA,NA,NA,NA
NYJ,0.72,NA,2.64,NA,0.41,NA,0.17,21,NA,NA,NA,331.28,NA,7,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,NE,NA,NA,NA,NA,NA,1.01,12.99,#29,12,6.96,4600,1.51,6.96,2800,2.49,6.96,18,0.39,NA,NA,NA,NA
HOU,0.85,NA,2.75,NA,0.4,NA,0.16,22.25,NA,NA,NA,346.13,NA,6.97,NA,NumberFire,0532,houston-dst,Houston D/ST,D,WSH,NA,NA,NA,NA,NA,0.99,12.95,#26,13,7,4300,1.63,7,2400,2.92,7,15,0.47,NA,NA,NA,NA
LV,0.58,NA,2.88,NA,0.53,NA,0.18,22,NA,NA,NA,350.14,NA,6.9,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,DEN,NA,NA,NA,NA,NA,0.93,12.87,#31,14,6.89,3200,2.15,6.89,2500,2.76,6.89,11,0.63,NA,NA,NA,NA
BUF,0.61,NA,2.59,NA,0.45,NA,0.19,21,NA,NA,NA,338.41,NA,6.86,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,CLE,NA,NA,NA,NA,NA,0.9,12.82,#10,15,6.89,4500,1.53,6.89,3800,1.81,6.89,19,0.36,NA,NA,NA,NA
DEN,0.62,NA,2.16,NA,0.43,NA,0.19,19.5,NA,NA,NA,320.4,NA,6.83,NA,NumberFire,0511,denver-dst,Denver D/ST,D,LV,NA,NA,NA,NA,NA,0.88,12.78,#11,16,6.81,3900,1.75,6.81,3500,1.95,6.81,16,0.43,NA,NA,NA,NA
NYG,0.78,NA,1.88,NA,0.55,NA,0.18,20.75,NA,NA,NA,348.28,NA,6.73,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,DET,NA,NA,NA,NA,NA,0.8,12.66,#8,17,6.71,3800,1.77,6.71,3600,1.86,6.71,15,0.45,NA,NA,NA,NA
DAL,0.69,NA,2.79,NA,0.48,NA,0.16,23.5,NA,NA,NA,345.67,NA,6.54,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,MIN,NA,NA,NA,NA,NA,0.64,12.44,#14,18,6.52,4400,1.48,6.52,3200,2.04,6.52,18,0.36,NA,NA,NA,NA
CHI,0.71,NA,2.88,NA,0.52,NA,0.15,25.5,NA,NA,NA,341.3,NA,6.18,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,ATL,NA,NA,NA,NA,NA,0.36,12,#13,19,6.18,3700,1.67,6.18,2600,2.38,6.18,11,0.56,NA,NA,NA,NA
KC,0.73,NA,2.11,NA,0.51,NA,0.17,23.5,NA,NA,NA,349.45,NA,6.04,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,LAC,NA,NA,NA,NA,NA,0.24,11.84,#21,20,6.04,4300,1.4,6.04,2600,2.32,6.04,12,0.5,NA,NA,NA,NA
DET,0.6,NA,2.24,NA,0.59,NA,0.16,23.75,NA,NA,NA,336.38,NA,5.91,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,NYG,NA,NA,NA,NA,NA,0.14,11.68,#12,21,5.93,3600,1.65,5.93,2700,2.2,5.93,10,0.59,NA,NA,NA,NA
TEN,0.29,NA,2.55,NA,0.4,NA,0.16,21.75,NA,NA,NA,344.56,NA,5.82,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,GB,NA,NA,NA,NA,NA,0.07,11.57,#16,22,5.73,4400,1.3,5.73,3200,1.79,5.73,17,0.34,NA,NA,NA,NA
CLE,0.9,NA,2.53,NA,0.65,NA,0.13,28.5,NA,NA,NA,373.1,NA,5.66,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,BUF,NA,NA,NA,NA,NA,-0.06,11.38,#4,23,5.67,3000,1.89,5.67,2300,2.47,5.67,11,0.52,NA,NA,NA,NA
MIN,0.64,NA,2.42,NA,0.45,NA,0.15,25,NA,NA,NA,345.11,NA,5.57,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,DAL,NA,NA,NA,NA,NA,-0.13,11.27,#18,24,5.55,4000,1.39,5.55,2400,2.31,5.55,13,0.43,NA,NA,NA,NA
IND,0.67,NA,2.54,NA,0.44,NA,0.15,26,NA,NA,NA,375.29,NA,5.45,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,PHI,NA,NA,NA,NA,NA,-0.23,11.13,#3,25,5.44,3500,1.55,5.44,2200,2.47,5.44,13,0.42,NA,NA,NA,NA
ARI,0.76,NA,2.23,NA,0.5,NA,0.14,26,NA,NA,NA,383.75,NA,5.41,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,SF,NA,NA,NA,NA,NA,-0.26,11.08,#17,26,5.37,4000,1.34,5.37,2900,1.85,5.37,17,0.32,NA,NA,NA,NA
CAR,0.7,NA,2.4,NA,0.39,NA,0.13,27.25,NA,NA,NA,341.51,NA,4.92,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,BAL,NA,NA,NA,NA,NA,-0.65,10.49,#5,27,4.89,3300,1.48,4.89,2200,2.22,4.89,12,0.41,NA,NA,NA,NA
LAC,0.64,NA,2.39,NA,0.57,NA,0.13,29,NA,NA,NA,395.38,NA,4.73,NA,NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,D,KC,NA,NA,NA,NA,NA,-0.8,10.26,#1,28,4.71,3400,1.39,4.71,2300,2.05,4.71,10,0.47,NA,NA,NA,NA
Chicago Bears,1,0.03,3.05,NA,0.65,NA,0.15,23.27,NA,NA,NA,NA,NA,7.73,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA
Atlanta Falcons,0.89,0.06,3.06,NA,0.68,NA,0.15,20.5,NA,NA,NA,NA,NA,7.46,NA,NFL,0526,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Buffalo Bills,1.16,0.05,2.64,NA,0.6,NA,0.15,17.24,NA,NA,NA,NA,NA,7.4,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
New England Patriots,0.97,0.06,2.84,NA,0.62,NA,0.16,18.77,NA,NA,NA,NA,NA,7.4,NA,NFL,0504,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Baltimore Ravens,0.93,0.05,2.83,NA,0.69,NA,0.16,17.6,NA,NA,NA,NA,NA,7.37,NA,NFL,0531,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Green Bay Packers,1.17,0.05,2.57,NA,0.58,NA,0.15,18.68,NA,NA,NA,NA,NA,7.25,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Philadelphia Eagles,1.05,0.04,2.71,NA,0.6,NA,0.16,21.31,NA,NA,NA,NA,NA,7.23,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Cincinnati Bengals,1.09,0.03,2.3,NA,0.6,NA,0.15,19.79,NA,NA,NA,NA,NA,6.82,NA,NFL,0506,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Dallas Cowboys,1.06,0.02,2.35,NA,0.64,NA,0.15,21.81,NA,NA,NA,NA,NA,6.81,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
San Francisco 49ers,0.86,0.03,2.27,NA,0.72,NA,0.15,22.24,NA,NA,NA,NA,NA,6.75,NA,NFL,0530,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA
Carolina Panthers,0.85,0.04,2.63,NA,0.6,NA,0.15,25.81,NA,NA,NA,NA,NA,6.75,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
New York Jets,1.07,0.03,2.22,NA,0.62,NA,0.15,22.65,NA,NA,NA,NA,NA,6.74,NA,NFL,0505,100024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Denver Broncos,0.9,0.03,2.34,NA,0.63,NA,0.16,19.54,NA,NA,NA,NA,NA,6.66,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Houston Texans,0.78,0.06,2.67,NA,0.61,NA,0.14,23.33,NA,NA,NA,NA,NA,6.65,NA,NFL,0532,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Los Angeles Rams,0.96,0.03,2.52,NA,0.57,NA,0.14,22.5,NA,NA,NA,NA,NA,6.6,NA,NFL,0528,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Washington Commanders,0.93,0.03,2.44,NA,0.57,NA,0.16,21.24,NA,NA,NA,NA,NA,6.58,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Las Vegas Raiders,0.74,0.04,2.77,NA,0.63,NA,0.15,23.95,NA,NA,NA,NA,NA,6.55,NA,NFL,0513,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA
Minnesota Vikings,0.95,0.03,2.25,NA,0.61,NA,0.15,24.1,NA,NA,NA,NA,NA,6.45,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Indianapolis Colts,0.82,0.03,2.32,NA,0.64,NA,0.14,21.17,NA,NA,NA,NA,NA,6.44,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Pittsburgh Steelers,0.68,0.05,2.73,NA,0.52,NA,0.15,24,NA,NA,NA,NA,NA,6.37,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
New Orleans Saints,0.8,0.04,2.38,NA,0.61,NA,0.16,21.17,NA,NA,NA,NA,NA,6.36,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Tennessee Titans,0.86,0.03,2.15,NA,0.72,NA,0.14,56.68,NA,NA,NA,NA,NA,6.33,NA,NFL,0508,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Arizona Cardinals,0.66,0.04,2.2,NA,0.7,NA,0.16,21.86,NA,NA,NA,NA,NA,6.26,NA,NFL,0519,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Detroit Lions,0.8,0.03,2.52,NA,0.56,NA,0.15,22.83,NA,NA,NA,NA,NA,6.26,NA,NFL,0522,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA
Cleveland Browns,0.81,0.02,1.98,NA,0.8,NA,0.14,26.8,NA,NA,NA,NA,NA,6.14,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA
Los Angeles Chargers,0.72,0.03,2.12,NA,0.68,NA,0.15,25.43,NA,NA,NA,NA,NA,6,NA,NFL,0514,100028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New York Giants,0.76,0.03,1.97,NA,0.6,NA,0.16,21.75,NA,NA,NA,NA,NA,5.95,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Kansas City Chiefs,0.79,0.02,2.12,NA,0.56,NA,0.15,23.63,NA,NA,NA,NA,NA,5.94,NA,NFL,0512,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
NA,0.789989119,NA,2.543152361,NA,0.44706454,0.687791601,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,60002,Bills D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076701087,0.033408888,61.99178612
NA,1.074461151,NA,2.963666209,NA,0.401526298,0.617732766,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,60009,Packers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072425476,0.032156672,56.4155165
NA,0.810060052,NA,1.873393876,NA,0.527818011,0.812027709,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,60018,Saints D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080827134,0.034377549,62.5710915
NA,1.153041606,NA,2.723243129,NA,0.513078892,0.789352141,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,60027,Buccaneers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074415622,0.031528556,58.66353079
NA,0.78375297,NA,2.422976441,NA,0.609419499,0.93756846,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,60033,Ravens D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077013581,0.031322943,58.26992977
NA,0.554049076,NA,2.977183657,NA,0.482253952,0.741929156,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,60025,49ers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0736645,0.031939011,59.60904919
NA,0.943221785,NA,2.90958786,NA,0.566373525,0.871343884,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,60006,Cowboys D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078327121,0.031630579,60.77179724
NA,0.924408959,NA,2.047981323,NA,0.51037397,0.785190724,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,60011,Colts D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07564499,0.031738901,58.49171729
NA,0.917146299,NA,2.132264196,NA,0.488252062,0.751157018,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,60023,Steelers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074260272,0.031562633,57.77971371
NA,0.830745103,NA,2.30856297,NA,0.62706553,0.9647162,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,60015,Dolphins D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076487171,0.032648037,65.47921805
