team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
JAC,0.7,NA,3,NA,0.6,0.8,0.2,18.5,NA,NA,NA,340.1,NA,10.76,NA,FleaFlicker,0509,2342,Jacksonville Jaguars,DST,DENSun 9:30 AM,11,NA,D/ST21,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,NA,2.6,NA,0.6,0.8,0.2,18.1,NA,NA,NA,324.3,NA,10.72,NA,FleaFlicker,0502,2341,Indianapolis Colts,DST,WASSun 4:25 PM,14,NA,D/ST12,0,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.9,NA,2.6,NA,0.6,0.9,0.1,21.3,NA,NA,NA,343.9,NA,10.43,NA,FleaFlicker,0525,2357,Tampa Bay Buccaneers,DST,BALL 22-27,11,10.43,D/ST4,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.9,NA,2.6,NA,0.6,0.8,0.2,21.6,NA,NA,NA,338,NA,10.43,NA,FleaFlicker,0520,2359,Washington Commanders,DST,@INDSun 4:25 PM,14,NA,NA,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.6,NA,0.7,1,0.1,20.8,NA,NA,NA,335.5,NA,10.34,NA,FleaFlicker,0515,2354,Seattle Seahawks,DST,NYGSun 4:25 PM,11,NA,D/ST26,0,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.6,NA,2.8,NA,0.6,0.8,0.1,16.8,NA,NA,NA,314.5,NA,10.3,NA,FleaFlicker,0501,2331,Buffalo Bills,DST,GBSun 8:20 PM,7,NA,D/ST1,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1.1,NA,2.4,NA,0.6,0.8,0.2,18.4,NA,NA,NA,313.1,NA,10.26,NA,FleaFlicker,0526,2329,Atlanta Falcons,DST,CARSun 1:00 PM,14,NA,NA,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.8,NA,2.5,NA,0.6,0.8,0.2,21.2,NA,NA,NA,362.3,NA,10.24,NA,FleaFlicker,0524,2345,Minnesota Vikings,DST,ARISun 1:00 PM,7,NA,D/ST23,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,NA,2.6,NA,0.6,1,0.1,23.3,NA,NA,NA,336.7,NA,9.99,NA,FleaFlicker,0517,2348,New York Giants,DST,@SEASun 4:25 PM,9,NA,D/ST18,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.9,NA,2.3,NA,0.6,0.9,0.2,25.1,NA,NA,NA,354.9,NA,9.91,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,@NOSun 1:00 PM,6,NA,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,2.5,NA,0.6,0.8,0.2,19.9,NA,NA,NA,333.5,NA,9.84,NA,FleaFlicker,0532,2340,Houston Texans,DST,TENSun 4:05 PM,6,NA,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.1,NA,2,NA,0.6,0.9,0.2,21.1,NA,NA,NA,326.1,NA,9.82,NA,FleaFlicker,0505,2349,New York Jets,DST,NESun 1:00 PM,10,NA,D/ST20,0,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,2.3,NA,0.6,1,0.1,19.6,NA,NA,NA,337,NA,9.79,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,SFSun 4:25 PM,7,NA,D/ST11,0,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.3,NA,0.6,1,0.1,23,NA,NA,NA,351,NA,9.73,NA,FleaFlicker,0503,2344,Miami Dolphins,DST,@DETSun 1:00 PM,11,NA,D/ST22,0,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,NA,2.2,NA,0.6,1,0.1,21,NA,NA,NA,339.7,NA,9.64,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,@CLEMon 8:15 PM,10,NA,D/ST13,0,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.4,NA,0.5,0.7,0.1,19.7,NA,NA,NA,318.5,NA,9.63,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,@HOUSun 4:05 PM,6,NA,D/ST24,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.3,NA,0.6,0.9,0.1,24.6,NA,NA,NA,350.9,NA,9.55,NA,FleaFlicker,0529,2347,New Orleans Saints,DST,LVSun 1:00 PM,14,NA,D/ST9,0,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,NA,1.9,NA,0.6,1.1,0.2,19.9,NA,NA,NA,324.4,NA,9.54,NA,FleaFlicker,0511,2337,Denver Broncos,DST,@JACSun 9:30 AM,9,NA,D/ST5,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.7,NA,2.3,NA,0.6,0.8,0.1,22.5,NA,NA,NA,303.8,NA,9.32,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,@ATLSun 1:00 PM,13,NA,D/ST19,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,NA,1.9,NA,0.6,0.9,0.1,25.4,NA,NA,NA,354.5,NA,8.81,NA,FleaFlicker,0519,2328,Arizona Cardinals,DST,@MINSun 1:00 PM,13,NA,D/ST27,0,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.7,NA,2.2,NA,0.5,0.7,0.1,26.4,NA,NA,NA,379.6,NA,8.73,NA,FleaFlicker,0510,2352,Pittsburgh Steelers,DST,@PHISun 1:00 PM,9,NA,D/ST15,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2,NA,0.6,0.9,0.1,25.5,NA,NA,NA,345.9,NA,8.71,NA,FleaFlicker,0521,2333,Chicago Bears,DST,@DALSun 1:00 PM,14,NA,D/ST25,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.6,NA,1.8,NA,0.6,1.2,0.1,23.4,NA,NA,NA,365.5,NA,8.69,NA,FleaFlicker,0531,2330,Baltimore Ravens,DST,@TBW 27-22,10,8.69,D/ST8,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.8,NA,1.9,NA,0.6,0.8,0.1,27.3,NA,NA,NA,384.2,NA,8.68,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,@BUFSun 8:20 PM,14,NA,D/ST10,0,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,NA,1.8,NA,0.5,0.7,0.1,26.1,NA,NA,NA,391.1,NA,8.02,NA,FleaFlicker,0522,2338,Detroit Lions,DST,MIASun 1:00 PM,6,NA,NA,0,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.56,NA,3.27,NA,0.76,NA,0.22,16.5,NA,NA,NA,282.28,NA,9.52,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,CHI,NA,NA,NA,NA,NA,3.03,16.01,#20,1,9.5,5000,1.9,9.5,9.5,19,0.5,NA,NA,NA,NA
PHI,0.79,NA,2.59,NA,0.5,NA,0.22,16,NA,NA,NA,306.82,NA,8.93,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,PIT,NA,NA,NA,NA,NA,2.55,15.31,#29,2,8.91,4600,1.94,8.91,8.91,19,0.47,NA,NA,NA,NA
NE,0.72,NA,3.15,NA,0.54,NA,0.2,18.5,NA,NA,NA,304,NA,8.57,NA,NumberFire,0504,new-england-dst,New England D/ST,D,NYJ,NA,NA,NA,NA,NA,2.27,14.87,#25,3,8.56,4700,1.82,8.56,8.56,19,0.45,NA,NA,NA,NA
ATL,0.89,NA,2.28,NA,0.53,NA,0.2,18.75,NA,NA,NA,321.04,NA,7.95,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,CAR,NA,NA,NA,NA,NA,1.77,14.13,#31,4,7.94,3800,2.09,7.94,7.94,14,0.57,NA,NA,NA,NA
IND,0.86,NA,2.5,NA,0.38,NA,0.2,18.25,NA,NA,NA,321.04,NA,7.95,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,WSH,NA,NA,NA,NA,NA,1.77,14.13,#24,4,7.93,3900,2.03,7.93,7.93,14,0.57,NA,NA,NA,NA
TEN,0.73,NA,2.59,NA,0.49,NA,0.19,18.75,NA,NA,NA,329.9,NA,7.83,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,HOU,NA,NA,NA,NA,NA,1.67,13.99,#26,6,7.85,4400,1.78,7.85,7.85,11,0.71,NA,NA,NA,NA
WSH,0.99,NA,2.64,NA,0.55,NA,0.17,21.25,NA,NA,NA,352.28,NA,7.72,NA,NumberFire,0520,washington-dst,Washington D/ST,D,IND,NA,NA,NA,NA,NA,1.59,13.85,#30,7,7.7,3400,2.26,7.7,7.7,NA,NA,NA,NA,NA,NA
SF,0.76,NA,3.41,NA,0.35,NA,0.18,21.25,NA,NA,NA,336.11,NA,7.64,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,LA,NA,NA,NA,NA,NA,1.52,13.76,#27,8,7.67,4500,1.7,7.67,7.67,23,0.33,NA,NA,NA,NA
JAC,0.55,NA,2.71,NA,0.58,NA,0.19,19.5,NA,NA,NA,341.37,NA,7.54,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,DEN,NA,NA,NA,NA,NA,1.44,13.64,#32,9,7.52,4600,1.63,7.52,7.52,18,0.42,NA,NA,NA,NA
SEA,0.62,NA,2.77,NA,0.61,NA,0.18,20.75,NA,NA,NA,316.43,NA,7.44,NA,NumberFire,0515,seattle-dst,Seattle D/ST,D,NYG,NA,NA,NA,NA,NA,1.36,13.52,#4,10,7.4,3500,2.11,7.4,7.4,16,0.46,NA,NA,NA,NA
LA,0.76,NA,2.36,NA,0.57,NA,0.18,20.25,NA,NA,NA,362.76,NA,7.37,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,SF,NA,NA,NA,NA,NA,1.31,13.43,#19,11,7.32,4000,1.83,7.32,7.32,15,0.49,NA,NA,NA,NA
MIN,0.7,NA,2.61,NA,0.67,NA,0.16,22.5,NA,NA,NA,336.09,NA,7.06,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,ARI,NA,NA,NA,NA,NA,1.06,13.06,#16,12,7.04,4300,1.64,7.04,7.04,15,0.47,NA,NA,NA,NA
HOU,0.74,NA,1.73,NA,0.68,NA,0.19,19.75,NA,NA,NA,342.44,NA,7.04,NA,NumberFire,0532,houston-dst,Houston D/ST,D,TEN,NA,NA,NA,NA,NA,1.04,13.04,#21,13,7.06,3300,2.14,7.06,7.06,15,0.47,NA,NA,NA,NA
BUF,0.29,NA,2.52,NA,0.37,NA,0.2,18,NA,NA,NA,329.11,NA,6.93,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,GB,NA,NA,NA,NA,NA,0.96,12.9,#18,14,6.88,4800,1.43,6.88,6.88,19,0.36,NA,NA,NA,NA
DEN,0.77,NA,1.79,NA,0.62,NA,0.17,21,NA,NA,NA,332.6,NA,6.67,NA,NumberFire,0511,denver-dst,Denver D/ST,D,JAC,NA,NA,NA,NA,NA,0.75,12.59,#11,15,6.67,4000,1.67,6.67,6.67,18,0.37,NA,NA,NA,NA
TB,0.73,NA,2.43,NA,0.45,NA,0.17,22,NA,NA,NA,344.4,NA,6.63,NA,NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,D,BAL,NA,NA,NA,NA,NA,0.72,12.54,#7,16,6.6,4000,1.65,6.6,6.6,15,0.44,NA,NA,NA,NA
MIA,0.76,NA,2.51,NA,0.61,NA,0.17,23.75,NA,NA,NA,339.22,NA,6.62,NA,NumberFire,0503,miami-dst,Miami D/ST,D,DET,NA,NA,NA,NA,NA,0.71,12.53,#14,17,6.64,4000,1.66,6.64,6.64,13,0.51,NA,NA,NA,NA
CLE,0.75,NA,3.19,NA,0.41,NA,0.15,24.5,NA,NA,NA,365.32,NA,6.62,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,CIN,NA,NA,NA,NA,NA,0.71,12.53,#5,17,6.58,3200,2.06,6.58,6.58,10,0.66,NA,NA,NA,NA
NYG,0.89,NA,2.47,NA,0.5,NA,0.16,23.75,NA,NA,NA,344.42,NA,6.57,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,SEA,NA,NA,NA,NA,NA,0.67,12.47,#10,19,6.56,3700,1.77,6.56,6.56,13,0.5,NA,NA,NA,NA
CIN,0.62,NA,2.33,NA,0.37,NA,0.17,21,NA,NA,NA,334.28,NA,6.45,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,CLE,NA,NA,NA,NA,NA,0.57,12.33,#12,20,6.43,3400,1.89,6.43,6.43,10,0.64,NA,NA,NA,NA
NYJ,0.71,NA,2.01,NA,0.44,NA,0.16,21,NA,NA,NA,343.12,NA,6.42,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,NE,NA,NA,NA,NA,NA,0.55,12.29,#28,21,6.37,4500,1.42,6.37,6.37,17,0.37,NA,NA,NA,NA
CAR,0.63,NA,2.19,NA,0.63,NA,0.16,22.75,NA,NA,NA,321.53,NA,6.3,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,ATL,NA,NA,NA,NA,NA,0.45,12.15,#8,22,6.22,4200,1.48,6.22,6.22,15,0.41,NA,NA,NA,NA
LV,0.86,NA,2.12,NA,0.54,NA,0.16,24,NA,NA,NA,338.77,NA,6.2,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,NO,NA,NA,NA,NA,NA,0.37,12.03,#17,23,6.19,4100,1.51,6.19,6.19,12,0.52,NA,NA,NA,NA
NO,0.68,NA,2.36,NA,0.67,NA,0.15,25.5,NA,NA,NA,334.43,NA,5.9,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,LV,NA,NA,NA,NA,NA,0.13,11.67,#6,24,5.9,4100,1.44,5.9,5.9,11,0.54,NA,NA,NA,NA
GB,0.81,NA,2.62,NA,0.64,NA,0.11,28.5,NA,NA,NA,370.29,NA,5.53,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,BUF,NA,NA,NA,NA,NA,-0.16,11.22,#2,25,5.5,3600,1.53,5.5,5.5,10,0.55,NA,NA,NA,NA
ARI,0.7,NA,2.17,NA,0.51,NA,0.14,26,NA,NA,NA,368.88,NA,5.29,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,MIN,NA,NA,NA,NA,NA,-0.36,10.94,#13,26,5.25,3600,1.46,5.25,5.25,13,0.4,NA,NA,NA,NA
PIT,0.65,NA,2.38,NA,0.47,NA,0.13,26.5,NA,NA,NA,375.4,NA,5.16,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,PHI,NA,NA,NA,NA,NA,-0.46,10.78,#3,27,5.1,3100,1.65,5.1,5.1,13,0.39,NA,NA,NA,NA
CHI,0.63,NA,2,NA,0.52,NA,0.13,26,NA,NA,NA,353.09,NA,4.98,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,DAL,NA,NA,NA,NA,NA,-0.6,10.56,#23,28,4.9,3200,1.53,4.9,4.9,12,0.41,NA,NA,NA,NA
BAL,0.55,NA,1.91,NA,0.33,NA,0.16,24.5,NA,NA,NA,364.42,NA,4.77,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,TB,NA,NA,NA,NA,NA,-0.77,10.31,#22,29,4.74,4500,1.05,4.74,4.74,15,0.32,NA,NA,NA,NA
DET,0.78,NA,1.91,NA,0.42,NA,0.13,27.75,NA,NA,NA,383.25,NA,4.54,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,MIA,NA,NA,NA,NA,NA,-0.96,10.04,#9,30,4.5,3000,1.5,4.5,4.5,10,0.45,NA,NA,NA,NA
Dallas Cowboys,1.13,0.07,3.57,NA,0.76,NA,0.17,16.4,NA,NA,NA,NA,NA,8.69,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Philadelphia Eagles,1.2,0.03,2.47,NA,0.57,NA,0.16,17.85,NA,NA,NA,NA,NA,7.27,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
New England Patriots,0.97,0.03,2.98,NA,0.62,NA,0.14,20.53,NA,NA,NA,NA,NA,7.24,NA,NFL,0504,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Tennessee Titans,1.11,0.03,2.45,NA,0.67,NA,0.15,22.21,NA,NA,NA,NA,NA,7.15,NA,NFL,0508,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Cincinnati Bengals,1.1,0.03,2.32,NA,0.64,NA,0.15,21,NA,NA,NA,NA,NA,7.06,NA,NFL,0506,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Tampa Bay Buccaneers,1.05,0.04,2.68,NA,0.61,NA,0.14,18.27,NA,NA,NA,NA,NA,7.04,NA,NFL,0525,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Carolina Panthers,0.86,0.04,2.86,NA,0.68,NA,0.15,23.38,NA,NA,NA,NA,NA,7.04,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Indianapolis Colts,0.91,0.05,2.61,NA,0.65,NA,0.14,20.28,NA,NA,NA,NA,NA,6.97,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Jacksonville Jaguars,0.86,0.05,2.53,NA,0.67,NA,0.16,21.24,NA,NA,NA,NA,NA,6.89,NA,NFL,0509,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Atlanta Falcons,0.98,0.05,2.38,NA,0.66,NA,0.15,20.56,NA,NA,NA,NA,NA,6.84,NA,NFL,0526,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Houston Texans,0.91,0.04,2.36,NA,0.67,NA,0.16,23.98,NA,NA,NA,NA,NA,6.8,NA,NFL,0532,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Las Vegas Raiders,0.97,0.03,2.35,NA,0.63,NA,0.15,24.61,NA,NA,NA,NA,NA,6.69,NA,NFL,0513,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Minnesota Vikings,0.91,0.04,2.37,NA,0.61,NA,0.16,20.94,NA,NA,NA,NA,NA,6.69,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Buffalo Bills,0.95,0.04,2.26,NA,0.68,NA,0.14,18.68,NA,NA,NA,NA,NA,6.68,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Seattle Seahawks,0.92,0.05,2.39,NA,0.57,NA,0.15,17.03,NA,NA,NA,NA,NA,6.61,NA,NFL,0515,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Green Bay Packers,1.16,0.02,1.85,NA,0.67,NA,0.14,25.28,NA,NA,NA,NA,NA,6.57,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Washington Commanders,0.81,0.04,2.53,NA,0.68,NA,0.14,26.43,NA,NA,NA,NA,NA,6.55,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Chicago Bears,0.89,0.02,2.3,NA,0.61,NA,0.15,26.54,NA,NA,NA,NA,NA,6.54,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
New York Giants,0.85,0.03,2.54,NA,0.61,NA,0.15,24.25,NA,NA,NA,NA,NA,6.54,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New Orleans Saints,0.86,0.03,2.4,NA,0.6,NA,0.14,20.6,NA,NA,NA,NA,NA,6.46,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Denver Broncos,0.92,0.03,2.24,NA,0.59,NA,0.16,20.15,NA,NA,NA,NA,NA,6.4,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Cleveland Browns,0.7,0.06,2.61,NA,0.54,NA,0.14,22.4,NA,NA,NA,NA,NA,6.35,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Los Angeles Rams,0.72,0.03,2.44,NA,0.68,NA,0.15,20.23,NA,NA,NA,NA,NA,6.32,NA,NFL,0528,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New York Jets,0.83,0.04,2.26,NA,0.67,NA,0.14,24.41,NA,NA,NA,NA,NA,6.3,NA,NFL,0505,100024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
San Francisco 49ers,0.82,0.03,2.24,NA,0.62,NA,0.15,22.99,NA,NA,NA,NA,NA,6.26,NA,NFL,0530,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Pittsburgh Steelers,0.74,0.03,2.38,NA,0.59,NA,0.14,27.25,NA,NA,NA,NA,NA,6.12,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Arizona Cardinals,0.87,0.03,1.91,NA,0.65,NA,0.15,24.78,NA,NA,NA,NA,NA,6.09,NA,NFL,0519,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Miami Dolphins,0.84,0.03,2.42,NA,0.44,NA,0.15,21.54,NA,NA,NA,NA,NA,6.06,NA,NFL,0503,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Detroit Lions,0.74,0.03,2.13,NA,0.58,NA,0.14,24.44,NA,NA,NA,NA,NA,5.79,NA,NFL,0522,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Baltimore Ravens,0.76,0.02,1.74,NA,0.54,NA,0.15,25.51,NA,NA,NA,NA,NA,5.4,NA,NFL,0531,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
NA,0.789989119,NA,2.543152361,NA,0.44706454,0.687791601,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,60002,Bills D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076701087,0.033408888,61.99178612
NA,1.074461151,NA,2.963666209,NA,0.401526298,0.617732766,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,60009,Packers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072425476,0.032156672,56.4155165
NA,0.810060052,NA,1.873393876,NA,0.527818011,0.812027709,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,60018,Saints D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080827134,0.034377549,62.5710915
NA,1.153041606,NA,2.723243129,NA,0.513078892,0.789352141,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,60027,Buccaneers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074415622,0.031528556,58.66353079
NA,0.78375297,NA,2.422976441,NA,0.609419499,0.93756846,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,60033,Ravens D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077013581,0.031322943,58.26992977
NA,0.554049076,NA,2.977183657,NA,0.482253952,0.741929156,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,60025,49ers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0736645,0.031939011,59.60904919
