player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Trent Taylor,WR,CIN,NA,NA,0.7,8,NA,NA,0,0,1.2,NA,0,0,1.2,NA,16505,FantasyPros,13316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Golladay,WR,NYG,NA,NA,0.6,9.3,NA,NA,0,0,0.1,NA,0,0,1.1,NA,16488,FantasyPros,13277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,NA,0.5,7.9,NA,NA,0.1,0,0.2,NA,0,0,1.1,NA,23883,FantasyPros,15841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,TB,NA,NA,0.7,9.2,NA,NA,0,0,0.3,NA,0,0,1.1,NA,18714,FantasyPros,14280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Cager,WR,NYG,NA,NA,0.6,6.8,NA,NA,0.1,0,0.1,NA,0,0,1,NA,19701,FantasyPros,15041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche II,WR,BAL,NA,NA,0.7,9.3,NA,NA,0,0,0.1,NA,0,0,1,NA,19359,FantasyPros,14848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,GB,NA,NA,0.6,7.7,NA,NA,0,0,0.1,NA,0,0,1,NA,12118,FantasyPros,11670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lance McCutcheon,WR,LAR,NA,NA,0.4,6.8,NA,NA,0,0,0.2,NA,0,0,0.9,NA,24812,FantasyPros,15993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Sims,WR,WAS,NA,NA,0.4,6.3,NA,NA,0,0,0,NA,0,0,0.8,NA,18016,FantasyPros,13895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Gray,WR,SF,NA,NA,0.5,6.3,NA,NA,0,0,0.1,NA,0,0,0.8,NA,24178,FantasyPros,15782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Johnson,WR,NYG,NA,NA,0.3,4.8,NA,NA,0,0,0.8,NA,0,0,0.7,NA,15814,FantasyPros,13387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Bandy,WR,LAC,NA,NA,0.5,5.5,NA,NA,0,0,0.1,NA,0,0,0.7,NA,23531,FantasyPros,15671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raleigh Webb,WR,NE,NA,NA,0.4,5.3,NA,NA,0,0,0.1,NA,0,0,0.6,NA,24796,FantasyPros,16050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Slater,WR,NE,NA,NA,0.2,4.1,NA,NA,0,0,0.1,NA,0,0,0.5,NA,9446,FantasyPros,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.2,3.5,NA,NA,0,0,0.1,NA,0,0,0.5,NA,23438,FantasyPros,16005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Smith,WR,NYJ,NA,NA,0.2,3.2,NA,NA,0,0,0.1,NA,0,0,0.4,NA,18791,FantasyPros,14561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0,1.5,NA,NA,0,0,1.6,NA,0,0,0.4,NA,18520,FantasyPros,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dareke Young,WR,SEA,NA,NA,0.1,2.7,NA,NA,0,0,0.1,NA,0,0,0.3,NA,24570,FantasyPros,15941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Sills V,WR,NYG,NA,NA,0.3,1.7,NA,NA,0,0,0,NA,0,0,0.3,NA,18566,FantasyPros,14110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Boykin,WR,PIT,NA,NA,0,2,NA,NA,0,0,0.1,NA,0,0,0.3,NA,18636,FantasyPros,14125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Morgan Jr.,WR,CIN,NA,NA,0.2,1.8,NA,NA,0,0,0.1,NA,0,0,0.3,NA,18624,FantasyPros,14131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Britain Covey,WR,PHI,NA,NA,0.1,1.5,NA,NA,0,0,0.2,NA,0,0,0.2,NA,24234,FantasyPros,15772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,LVR,NA,10.6,6.3,92,NA,NA,0.9,NA,0.1,NA,0,0,14.3,NA,NA,FantasySharks,11675,NEP,1.4,0.2,0.1,0.1,0.3,0.2,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Justin",WR,MIN,NA,10.8,6.9,106,NA,NA,0.5,NA,2,NA,0,0,14,NA,NA,FantasySharks,14836,IND,1.7,0.2,0.1,0.1,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,10,6.2,90,NA,NA,0.6,NA,2,NA,0,0.1,12.9,NA,NA,FantasySharks,15281,@TBB,1.3,0.2,0.2,0.1,0.1,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,9.6,6.2,82,NA,NA,0.6,NA,5,NA,0,0,12.3,NA,NA,FantasySharks,14832,@JAC,1.2,0.2,0.1,0.2,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,8.8,5.1,78,NA,NA,0.8,NA,0,NA,0,0.1,12.2,NA,NA,FantasySharks,14104,@CHI,1.1,0.2,0.2,0.2,0.2,0.1,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diggs, Stefon",WR,BUF,NA,10,6.2,80,NA,NA,0.7,NA,0,NA,0,0,11.9,NA,NA,FantasySharks,12186,MIA,1.6,0.3,0.2,0,0.1,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,10,7,87,NA,NA,0.4,NA,3,NA,0,0,11.6,NA,NA,FantasySharks,12801,@BUF,0.9,0.2,0,0,0,0.1,0.1,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,5.5,3.5,51,NA,NA,0.8,NA,2,NA,0.2,0,11.4,NA,NA,FantasySharks,15789,LAR,0.8,0.3,0.3,0,0.1,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,8.2,5.5,72,NA,NA,0.6,NA,0,NA,0,0.1,11,NA,NA,FantasySharks,12187,SFO,0.8,0.2,0,0.1,0.2,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,9,6.5,83,NA,NA,0.4,NA,1,NA,0,0.1,10.9,NA,NA,FantasySharks,15284,@BUF,0.8,0.2,0.1,0.1,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,9.5,6.2,72,NA,NA,0.6,NA,0,NA,0,0.1,10.6,NA,NA,FantasySharks,14102,SFO,1.6,0.2,0.3,0,0,0,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,LAC,NA,11.1,7.1,83,NA,NA,0.4,NA,0,NA,0,0.1,10.6,NA,NA,FantasySharks,11222,TEN,1.7,0.2,0,0,0.1,0,0,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,LAC,NA,8.6,5.4,75,NA,NA,0.5,NA,0,NA,0,0,10.5,NA,NA,FantasySharks,13154,TEN,1.5,0.1,0.3,0,0,0.1,0,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,8,6,65,NA,NA,0.6,NA,3,NA,0,0,10.4,NA,NA,FantasySharks,15287,@NYJ,1,0.2,0.1,0.1,0,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,ARI,NA,9.5,6.5,75,NA,NA,0.5,NA,0,NA,0,0.1,10.1,NA,NA,FantasySharks,11232,@DEN,1,0.2,0.1,0.1,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,7.9,5.2,74,NA,NA,0.3,NA,2,NA,0.1,0,9.9,NA,NA,FantasySharks,15753,DET,1.2,0.2,0,0,0,0,0.1,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,9,6,73,NA,NA,0.4,NA,0,NA,0,0.1,9.7,NA,NA,FantasySharks,15754,ATL,1.2,0.1,0.1,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,8,5.5,65,NA,NA,0.5,NA,0,NA,0,0,9.7,NA,NA,FantasySharks,14833,ARI,1,0.3,0.1,0,0.1,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,7.8,5,65,NA,NA,0.5,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,12175,BAL,1.1,0.2,0.2,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,7.4,4.8,71,NA,NA,0.4,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,14835,@TBB,0.8,0.1,0.1,0.1,0,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,7.4,4.8,59,NA,NA,0.6,NA,0,NA,0,0.1,9.6,NA,NA,FantasySharks,15282,@CHI,0.7,0.2,0.2,0,0.1,0.1,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,8.8,5.2,70,NA,NA,0.4,NA,0,NA,0,0,9.4,NA,NA,FantasySharks,11671,CIN,1.2,0.2,0.1,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,8.5,5.4,68,NA,NA,0.4,NA,1,NA,0,0.1,9.3,NA,NA,FantasySharks,13633,DAL,1.3,0.3,0.1,0,0,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,GBP,NA,6.9,4.3,59,NA,NA,0.5,NA,0,NA,0,0,9.2,NA,NA,FantasySharks,13632,LAR,1.2,0.2,0.1,0.2,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,8.6,5.3,74,NA,NA,0.3,NA,1,NA,0,0,9.1,NA,NA,FantasySharks,14109,NYG,0.7,0,0.1,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,7,5,60,NA,NA,0.4,NA,5,NA,0.1,0.2,9,NA,NA,FantasySharks,14840,@SEA,0.8,0.1,0.1,0,0.1,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,10.1,6.8,73,NA,NA,0.3,NA,1,NA,0,0,8.9,NA,NA,FantasySharks,14842,@MIN,0.8,0.1,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,10,6.5,70,NA,NA,0.2,NA,1,NA,0,0.1,8.6,NA,NA,FantasySharks,13163,CIN,1.4,0.1,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,7,5.5,65,NA,NA,0.4,NA,0,NA,0,0,8.6,NA,NA,FantasySharks,13156,@HOU,1.1,0.1,0,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,MIN,NA,8,5.5,60,NA,NA,0.4,NA,0.1,NA,0,0,8.6,NA,NA,FantasySharks,11938,IND,1.3,0.2,0.1,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,LAR,NA,5,4,44,NA,NA,0.6,NA,5,NA,0,0,8.5,NA,NA,FantasySharks,14858,@GBP,0.7,0.2,0.1,0.1,0,0,0.1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,6.5,4,60,NA,NA,0.3,NA,-0.3,NA,0,0,7.8,NA,NA,FantasySharks,14122,@WAS,0.3,0,0.1,0,0.1,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,7,5,55,NA,NA,0.2,NA,4,NA,0.1,0,7.7,NA,NA,FantasySharks,15762,@CAR,0.7,0.1,0,0.1,0,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,5.5,3.5,48,NA,NA,0.5,NA,0,NA,0,0,7.6,NA,NA,FantasySharks,14123,NEP,1,0.1,0.1,0,0.1,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,5.8,2.9,48,NA,NA,0.4,NA,0.1,NA,0,0,7.5,NA,NA,FantasySharks,14845,MIA,1,0.1,0.1,0.1,0.1,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,7,4.5,62,NA,NA,0.2,NA,0,NA,0,0.1,7.4,NA,NA,FantasySharks,14857,BAL,0.6,0.1,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,6,4,45,NA,NA,0.4,NA,3,NA,0,0.1,7.3,NA,NA,FantasySharks,15751,@NOS,0.9,0.2,0.1,0,0.1,0,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,8.5,5.2,55,NA,NA,0.3,NA,1,NA,0,0,7.3,NA,NA,FantasySharks,14105,@DEN,1.1,0.1,0,0.2,0.1,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,7.8,4.8,54,NA,NA,0.3,NA,0,NA,0,0,7,NA,NA,FantasySharks,15319,TEN,0.7,0.1,0,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,7.7,3.9,52,NA,NA,0.2,NA,2,NA,0,0,6.8,NA,NA,FantasySharks,13635,PIT,0.6,0.1,0.1,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,CHI,NA,3.9,2.8,42,NA,NA,0.4,NA,2,NA,0,0,6.8,NA,NA,FantasySharks,13863,PHI,0.6,0.2,0.1,0,0,0,0,7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,6,4.5,48,NA,NA,0.3,NA,0,NA,0,0,6.6,NA,NA,FantasySharks,15491,@GBP,0.6,0.2,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,10,5.4,55,NA,NA,0.1,NA,2,NA,0,0.1,6.5,NA,NA,FantasySharks,14208,@CAR,1.4,0,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,6.2,4.3,51,NA,NA,0.3,NA,1,NA,0,0.1,6.5,NA,NA,FantasySharks,14127,@LVR,0.7,0.1,0,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,6,4.2,52,NA,NA,0.2,NA,1,NA,0,0,6.5,NA,NA,FantasySharks,12773,KCC,0.8,0,0.2,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,6.9,3.7,44,NA,NA,0.3,NA,0,NA,0,0,6.3,NA,NA,FantasySharks,13646,@JAC,1,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,5.7,3.6,38,NA,NA,0.1,NA,12,NA,0.1,0,6.3,NA,NA,FantasySharks,13157,NYG,0.6,0,0,0,0,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,5.3,3.4,45,NA,NA,0.3,NA,0,NA,0,0,6.2,NA,NA,FantasySharks,12650,@TBB,0.6,0.1,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,6,4.1,45,NA,NA,0.2,NA,2,NA,0,0,6.1,NA,NA,FantasySharks,14112,@MIN,0.5,0.1,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,8.2,5,51,NA,NA,0.1,NA,2,NA,0,0,6.1,NA,NA,FantasySharks,13176,DAL,1.1,0,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James, Richie",WR,NYG,NA,6,4,45,NA,NA,0.2,NA,1,NA,0,0,6,NA,NA,FantasySharks,13724,@WAS,0.2,0.1,0,0.1,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,DET,NA,5.5,3.5,44,NA,NA,0.3,NA,0,NA,0,0,6,NA,NA,FantasySharks,13668,@NYJ,0.3,0.1,0,0.1,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,6.1,3.5,46,NA,NA,0.2,NA,0.1,NA,0,0,6,NA,NA,FantasySharks,15288,DET,0.9,0,0.1,0.1,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
