team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
JAC,0.4,0,1.3,NA,0.6,NA,0.1,31.1,NA,NA,NA,474,NA,4.7,NA,FantasySharks,0509,NA,"Jaguars, Jacksonville",D,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.5,0,1.2,NA,0.2,NA,0,29.4,NA,NA,NA,385.8,NA,4.6,NA,FantasySharks,0521,NA,"Bears, Chicago",D,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1.1,NA,3.3,NA,0.7,1.1,0.2,21.1,NA,NA,NA,309,NA,12.71,NA,FleaFlicker,0518,2351,Philadelphia Eagles,DST,@CHISun 1:00 PM,7,D/ST8,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.8,NA,2.5,NA,0.9,1.4,0.2,19.6,NA,NA,NA,333.3,NA,11.54,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,@JACSun 1:00 PM,9,D/ST2,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1,NA,2.7,NA,0.7,1,0.2,19.6,NA,NA,NA,359.5,NA,11.48,NA,FleaFlicker,0524,2345,Minnesota Vikings,DST,INDSat 1:00 PM,7,D/ST25,0,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.9,NA,3,NA,0.7,0.9,0.2,19.9,NA,NA,NA,306.5,NA,11.27,NA,FleaFlicker,0530,2355,San Francisco 49ers,DST,@SEAThu 8:15 PM,9,D/ST3,0,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,NA,2.6,NA,0.7,1.1,0.2,20.6,NA,NA,NA,331.1,NA,11.05,NA,FleaFlicker,0514,2353,Los Angeles Chargers,DST,TENSun 4:25 PM,8,D/ST20,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,NA,2.9,NA,0.7,1,0.2,19.2,NA,NA,NA,304.5,NA,11.05,NA,FleaFlicker,0520,2359,Washington Commanders,DST,NYGSun 8:20 PM,14,D/ST15,0,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,1.1,NA,2.8,NA,0.6,0.8,0.2,17.4,NA,NA,NA,300.1,NA,10.98,NA,FleaFlicker,0512,2343,Kansas City Chiefs,DST,@HOUSun 1:00 PM,8,D/ST17,0,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.8,NA,0.6,0.8,0.2,21.9,NA,NA,NA,345.9,NA,10.61,NA,FleaFlicker,0525,2357,Tampa Bay Buccaneers,DST,CINSun 4:25 PM,11,D/ST7,0,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1.1,NA,2.5,NA,0.5,0.8,0.2,17.4,NA,NA,NA,316.3,NA,10.54,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,LARMon 8:15 PM,14,D/ST19,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.8,NA,2.5,NA,0.7,1,0.2,21.9,NA,NA,NA,346.8,NA,10.41,NA,FleaFlicker,0517,2348,New York Giants,DST,@WASSun 8:20 PM,9,D/ST23,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.5,NA,0.7,1,0.2,20,NA,NA,NA,330.4,NA,10.32,NA,FleaFlicker,0519,2328,Arizona Cardinals,DST,@DENSun 4:05 PM,13,D/ST26,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.8,NA,2.4,NA,0.7,1.1,0.2,21.6,NA,NA,NA,356.6,NA,10.3,NA,FleaFlicker,0531,2330,Baltimore Ravens,DST,@CLESat 4:30 PM,10,D/ST6,0,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,NA,2.5,NA,0.6,0.9,0.2,21.3,NA,NA,NA,331,NA,10.07,NA,FleaFlicker,0507,2335,Cleveland Browns,DST,BALSat 4:30 PM,9,D/ST18,0,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.4,NA,0.6,0.9,0.2,18.8,NA,NA,NA,289.1,NA,10,NA,FleaFlicker,0529,2347,New Orleans Saints,DST,ATLSun 1:00 PM,14,D/ST12,0,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.9,NA,2.5,NA,0.6,0.7,0.2,19.6,NA,NA,NA,311.2,NA,9.96,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,PITSun 1:00 PM,13,D/ST13,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.9,NA,2.2,NA,0.6,0.9,0.2,21.1,NA,NA,NA,325.5,NA,9.87,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,NESun 4:05 PM,6,NA,0,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.9,NA,2.3,NA,0.6,0.8,0.2,21.8,NA,NA,NA,331.1,NA,9.69,NA,FleaFlicker,0504,2346,New England Patriots,DST,@LVSun 4:05 PM,10,D/ST5,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,NA,2.1,NA,0.7,1.1,0.2,23,NA,NA,NA,362.3,NA,9.66,NA,FleaFlicker,0515,2354,Seattle Seahawks,DST,SFThu 8:15 PM,11,D/ST21,0,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.9,NA,2.1,NA,0.6,0.9,0.2,18.9,NA,NA,NA,346.6,NA,9.6,NA,FleaFlicker,0501,2331,Buffalo Bills,DST,MIASat 8:15 PM,7,D/ST1,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.9,NA,2.4,NA,0.5,0.7,0.2,19.6,NA,NA,NA,303.5,NA,9.59,NA,FleaFlicker,0510,2352,Pittsburgh Steelers,DST,@CARSun 1:00 PM,9,D/ST10,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.9,NA,2.1,NA,0.7,1,0.2,26.1,NA,NA,NA,368.3,NA,9.57,NA,FleaFlicker,0503,2344,Miami Dolphins,DST,@BUFSat 8:15 PM,11,D/ST24,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,2,NA,0.6,0.9,0.2,24.5,NA,NA,NA,387.3,NA,9.52,NA,FleaFlicker,0522,2338,Detroit Lions,DST,@NYJSun 1:00 PM,6,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,NA,2.3,NA,0.6,0.7,0.2,18.6,NA,NA,NA,339.6,NA,9.45,NA,FleaFlicker,0511,2337,Denver Broncos,DST,ARISun 4:05 PM,9,D/ST4,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2.3,NA,0.6,0.9,0.2,26.9,NA,NA,NA,394.9,NA,9.43,NA,FleaFlicker,0521,2333,Chicago Bears,DST,PHISun 1:00 PM,14,NA,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,2.3,NA,0.6,0.8,0.1,24.8,NA,NA,NA,330.6,NA,9.33,NA,FleaFlicker,0502,2341,Indianapolis Colts,DST,@MINSat 1:00 PM,14,D/ST14,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.2,NA,0.6,0.8,0.1,22.9,NA,NA,NA,366,NA,9.24,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,@LACSun 4:25 PM,6,D/ST11,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,1.8,NA,0.7,0.8,0.2,27.5,NA,NA,NA,435.7,NA,8.79,NA,FleaFlicker,0532,2340,Houston Texans,DST,KCSun 1:00 PM,6,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,NA,2.1,NA,0.6,0.8,0.1,20.4,NA,NA,NA,322.5,NA,8.68,NA,FleaFlicker,0505,2349,New York Jets,DST,DETSun 1:00 PM,10,D/ST9,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,1.8,NA,0.5,0.8,0.2,23.6,NA,NA,NA,347.8,NA,8.52,NA,FleaFlicker,0526,2329,Atlanta Falcons,DST,@NOSun 1:00 PM,14,D/ST27,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,2,NA,0.6,0.8,0.1,22.7,NA,NA,NA,328.2,NA,8.52,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,@GBMon 8:15 PM,7,D/ST22,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,NA,1.6,NA,0.6,0.8,0.2,25.9,NA,NA,NA,381.6,NA,8.43,NA,FleaFlicker,0509,2342,Jacksonville Jaguars,DST,DALSun 1:00 PM,11,D/ST28,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,1.6,NA,0.6,0.9,0.2,20.1,NA,NA,NA,354.9,NA,7.93,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,@TBSun 4:25 PM,10,D/ST16,0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.89,NA,2.65,NA,0.56,NA,0.22,16,NA,NA,NA,311.78,NA,9.29,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,LA,NA,NA,NA,NA,2.84,15.74,#27,1,9.27,4800,1.93,9.27,3500,2.65,9.27,14,0.66,NA,NA,NA,NA
DEN,0.88,NA,2.23,NA,0.85,NA,0.21,17.5,NA,NA,NA,325.6,NA,8.89,NA,NumberFire,0511,denver-dst,Denver D/ST,D,ARI,NA,NA,NA,NA,2.52,15.26,#24,2,8.91,3700,2.41,8.91,2700,3.3,8.91,15,0.59,NA,NA,NA,NA
PHI,0.55,NA,3.77,NA,0.72,NA,0.19,20,NA,NA,NA,283.21,NA,8.78,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,CHI,NA,NA,NA,NA,2.43,15.13,#15,3,8.81,4800,1.84,8.81,3900,2.26,8.81,21,0.42,NA,NA,NA,NA
KC,0.76,NA,2.47,NA,0.67,NA,0.23,17.25,NA,NA,NA,311.32,NA,8.71,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,HOU,NA,NA,NA,NA,2.38,15.04,#32,4,8.77,5000,1.75,8.77,4000,2.19,8.77,17,0.52,NA,NA,NA,NA
WSH,0.59,NA,3.09,NA,0.54,NA,0.21,18,NA,NA,NA,318.02,NA,8.42,NA,NumberFire,0520,washington-dst,Washington D/ST,D,NYG,NA,NA,NA,NA,2.15,14.69,#16,5,8.37,4200,1.99,8.37,3200,2.62,8.37,NA,NA,NA,NA,NA,NA
SF,0.9,NA,3.08,NA,0.48,NA,0.18,20,NA,NA,NA,341.62,NA,8.27,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,SEA,NA,NA,NA,NA,2.03,14.51,#14,6,8.26,4900,1.69,8.26,3200,2.58,8.26,19,0.43,NA,NA,NA,NA
CAR,0.69,NA,2.8,NA,0.51,NA,0.2,18.5,NA,NA,NA,312.53,NA,8.08,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,PIT,NA,NA,NA,NA,1.87,14.29,#20,7,8.09,4200,1.93,8.09,3300,2.45,8.09,16,0.51,NA,NA,NA,NA
CLE,0.76,NA,2.25,NA,0.45,NA,0.21,17.25,NA,NA,NA,337.49,NA,7.97,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,BAL,NA,NA,NA,NA,1.79,14.15,#7,8,7.97,4000,1.99,7.97,3100,2.57,7.97,11,0.72,NA,NA,NA,NA
PIT,0.8,NA,2.71,NA,0.47,NA,0.18,20,NA,NA,NA,306.05,NA,7.66,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,CAR,NA,NA,NA,NA,1.54,13.78,#29,9,7.61,4300,1.77,7.61,3100,2.45,7.61,14,0.54,NA,NA,NA,NA
BUF,0.68,NA,2.18,NA,0.4,NA,0.21,17.5,NA,NA,NA,363.52,NA,7.6,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,MIA,NA,NA,NA,NA,1.49,13.71,#6,10,7.58,4800,1.58,7.58,2700,2.81,7.58,18,0.42,NA,NA,NA,NA
MIN,0.71,NA,2.81,NA,0.71,NA,0.17,22.25,NA,NA,NA,351.06,NA,7.43,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,IND,NA,NA,NA,NA,1.35,13.51,#31,11,7.4,3900,1.9,7.4,3300,2.24,7.4,19,0.39,NA,NA,NA,NA
BAL,0.63,NA,2.91,NA,0.45,NA,0.17,20.25,NA,NA,NA,369.32,NA,7.38,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,CLE,NA,NA,NA,NA,1.32,13.44,#13,12,7.31,4500,1.62,7.31,3000,2.44,7.31,18,0.41,NA,NA,NA,NA
DAL,0.73,NA,2.56,NA,0.64,NA,0.17,21.5,NA,NA,NA,335.29,NA,7.29,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,JAC,NA,NA,NA,NA,1.24,13.34,#12,13,7.24,4900,1.48,7.24,3700,1.96,7.24,19,0.38,NA,NA,NA,NA
ARI,0.92,NA,1.9,NA,0.38,NA,0.19,19,NA,NA,NA,335.31,NA,7.21,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,DEN,NA,NA,NA,NA,1.18,13.24,#30,14,7.13,4400,1.62,7.13,3400,2.1,7.13,16,0.45,NA,NA,NA,NA
LAC,0.65,NA,2.44,NA,0.54,NA,0.17,21.25,NA,NA,NA,345.4,NA,6.86,NA,NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,D,TEN,NA,NA,NA,NA,0.9,12.82,#22,15,6.88,3400,2.02,6.88,2900,2.37,6.88,10,0.69,NA,NA,NA,NA
LV,0.72,NA,2.62,NA,0.4,NA,0.17,21.5,NA,NA,NA,338.78,NA,6.82,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,NE,NA,NA,NA,NA,0.87,12.77,#28,16,6.78,3900,1.74,6.78,3500,1.94,6.78,11,0.62,NA,NA,NA,NA
NO,0.53,NA,2.03,NA,0.49,NA,0.19,19.25,NA,NA,NA,313.24,NA,6.74,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,ATL,NA,NA,NA,NA,0.8,12.68,#17,17,6.69,4500,1.49,6.69,3800,1.76,6.69,11,0.61,NA,NA,NA,NA
MIA,0.78,NA,2.61,NA,0.68,NA,0.14,25,NA,NA,NA,372.18,NA,6.47,NA,NumberFire,0503,miami-dst,Miami D/ST,D,BUF,NA,NA,NA,NA,0.59,12.35,#4,18,6.44,3200,2.01,6.44,2300,2.8,6.44,14,0.46,NA,NA,NA,NA
DET,0.73,NA,1.97,NA,0.51,NA,0.18,21.75,NA,NA,NA,353.56,NA,6.35,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,NYJ,NA,NA,NA,NA,0.49,12.21,#25,19,6.31,3800,1.66,6.31,3000,2.1,6.31,10,0.63,NA,NA,NA,NA
NYG,0.74,NA,2.5,NA,0.36,NA,0.15,22.5,NA,NA,NA,337.86,NA,6.34,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,WSH,NA,NA,NA,NA,0.48,12.2,#26,20,6.33,3700,1.71,6.33,3000,2.11,6.33,13,0.49,NA,NA,NA,NA
ATL,0.89,NA,1.85,NA,0.63,NA,0.16,23.25,NA,NA,NA,353.99,NA,6.34,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,NO,NA,NA,NA,NA,0.48,12.2,#21,20,6.32,3300,1.92,6.32,2500,2.53,6.32,12,0.53,NA,NA,NA,NA
CIN,0.54,NA,2.01,NA,0.39,NA,0.18,20,NA,NA,NA,329.8,NA,6.3,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,TB,NA,NA,NA,NA,0.45,12.15,#23,22,6.29,3600,1.75,6.29,3600,1.75,6.29,10,0.63,NA,NA,NA,NA
NYJ,0.69,NA,2.16,NA,0.55,NA,0.17,22.75,NA,NA,NA,342.75,NA,6.24,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,DET,NA,NA,NA,NA,0.4,12.08,#5,23,6.19,4100,1.51,6.19,3200,1.93,6.19,17,0.36,NA,NA,NA,NA
SEA,0.87,NA,2.07,NA,0.5,NA,0.16,23.5,NA,NA,NA,349.91,NA,6.19,NA,NumberFire,0515,seattle-dst,Seattle D/ST,D,SF,NA,NA,NA,NA,0.36,12.02,#10,24,6.2,3500,1.77,6.2,2700,2.3,6.2,17,0.36,NA,NA,NA,NA
TEN,0.69,NA,2.5,NA,0.57,NA,0.16,24.25,NA,NA,NA,352.43,NA,6.19,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,LAC,NA,NA,NA,NA,0.36,12.02,#19,24,6.15,3900,1.58,6.15,2200,2.8,6.15,13,0.47,NA,NA,NA,NA
TB,0.71,NA,2.62,NA,0.34,NA,0.16,23.5,NA,NA,NA,358.36,NA,6.1,NA,NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,D,CIN,NA,NA,NA,NA,0.29,11.91,#3,26,6.09,4000,1.52,6.09,2600,2.34,6.09,14,0.44,NA,NA,NA,NA
NE,0.61,NA,1.99,NA,0.45,NA,0.17,23,NA,NA,NA,340.88,NA,5.63,NA,NumberFire,0504,new-england-dst,New England D/ST,D,LV,NA,NA,NA,NA,-0.08,11.34,#11,27,5.6,4700,1.19,5.6,2800,2,5.6,20,0.28,NA,NA,NA,NA
IND,0.63,NA,2.56,NA,0.48,NA,0.14,26.25,NA,NA,NA,350.26,NA,5.43,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,MIN,NA,NA,NA,NA,-0.24,11.1,#9,28,5.38,3400,1.58,5.38,2400,2.24,5.38,10,0.54,NA,NA,NA,NA
CHI,0.68,NA,2.86,NA,0.54,NA,0.13,28.5,NA,NA,NA,397.63,NA,5.32,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,PHI,NA,NA,NA,NA,-0.33,10.97,#2,29,5.34,3100,1.72,5.34,2300,2.32,5.34,10,0.53,NA,NA,NA,NA
LA,0.3,NA,2.09,NA,0.47,NA,0.15,23.5,NA,NA,NA,343.27,NA,4.98,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,GB,NA,NA,NA,NA,-0.6,10.56,#18,30,4.94,3500,1.41,4.94,2800,1.76,4.94,11,0.45,NA,NA,NA,NA
JAC,0.67,NA,1.59,NA,0.37,NA,0.14,26,NA,NA,NA,364.38,NA,4.38,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,DAL,NA,NA,NA,NA,-1.08,9.84,#8,31,4.33,3500,1.24,4.33,2400,1.8,4.33,10,0.43,NA,NA,NA,NA
HOU,0.61,NA,2.13,NA,0.6,NA,0.1,31.25,NA,NA,NA,405.43,NA,3.84,NA,NumberFire,0532,houston-dst,Houston D/ST,D,KC,NA,NA,NA,NA,-1.52,9.2,#1,32,3.78,3000,1.26,3.78,2000,1.89,3.78,10,0.38,NA,NA,NA,NA
Philadelphia Eagles,1.07,0.04,3.66,NA,0.62,NA,0.14,19.7,NA,NA,NA,NA,NA,8.2,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Green Bay Packers,1.25,0.05,2.74,NA,0.57,NA,0.16,20.06,NA,NA,NA,NA,NA,7.8,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA
San Francisco 49ers,1.12,0.04,2.9,NA,0.64,NA,0.15,18.7,NA,NA,NA,NA,NA,7.52,NA,NFL,0530,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New Orleans Saints,0.85,0.04,2.89,NA,0.65,NA,0.15,19.51,NA,NA,NA,NA,NA,7.23,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA
Minnesota Vikings,0.94,0.06,2.69,NA,0.61,NA,0.16,20.36,NA,NA,NA,NA,NA,7.17,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Los Angeles Chargers DEF  View News,0.89,0.05,2.82,NA,0.64,NA,0.15,21.1,NA,NA,NA,NA,NA,7.06,NA,NFL,0514,100028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Dallas Cowboys,1.05,0.03,2.28,NA,0.66,NA,0.17,19.38,NA,NA,NA,NA,NA,6.9,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Kansas City Chiefs,1.04,0.03,2.56,NA,0.55,NA,0.15,18.36,NA,NA,NA,NA,NA,6.88,NA,NFL,0512,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Baltimore Ravens DEF  View News,1.08,0.03,2.32,NA,0.66,NA,0.14,22.94,NA,NA,NA,NA,NA,6.82,NA,NFL,0531,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Buffalo Bills DEF  View News,1.03,0.03,2.07,NA,0.7,NA,0.15,18.92,NA,NA,NA,NA,NA,6.79,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Chicago Bears,0.8,0.03,2.52,NA,0.63,NA,0.15,22.81,NA,NA,NA,NA,NA,6.76,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA
New York Giants,0.79,0.04,2.64,NA,0.63,NA,0.16,24.58,NA,NA,NA,NA,NA,6.76,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Washington Commanders,0.84,0.05,2.65,NA,0.57,NA,0.15,19.99,NA,NA,NA,NA,NA,6.71,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Carolina Panthers,0.83,0.04,2.54,NA,0.66,NA,0.15,22.82,NA,NA,NA,NA,NA,6.68,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Denver Broncos,0.8,0.04,2.31,NA,0.73,NA,0.16,20.42,NA,NA,NA,NA,NA,6.65,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Pittsburgh Steelers,0.81,0.03,2.81,NA,0.57,NA,0.15,21.29,NA,NA,NA,NA,NA,6.65,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Tampa Bay Buccaneers,0.77,0.05,2.78,NA,0.53,NA,0.16,20.72,NA,NA,NA,NA,NA,6.56,NA,NFL,0525,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Arizona Cardinals,0.75,0.05,2.71,NA,0.58,NA,0.16,21.49,NA,NA,NA,NA,NA,6.55,NA,NFL,0519,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Seattle Seahawks,0.82,0.04,2.45,NA,0.64,NA,0.16,23.29,NA,NA,NA,NA,NA,6.53,NA,NFL,0515,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New England Patriots,0.91,0.02,2.32,NA,0.6,NA,0.15,22.3,NA,NA,NA,NA,NA,6.46,NA,NFL,0504,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Cleveland Browns,0.76,0.04,2.61,NA,0.63,NA,0.13,21.98,NA,NA,NA,NA,NA,6.43,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Indianapolis Colts,0.98,0.03,2.16,NA,0.61,NA,0.15,24.91,NA,NA,NA,NA,NA,6.42,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
