team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
NYG,0.4,0,2,NA,0.5,NA,0,22.5,NA,NA,NA,363.9,NA,7,NA,FantasySharks,0517,NA,"Giants, New York",D,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.4,0.1,1.7,NA,0.4,NA,0,24,NA,NA,NA,375,NA,6.3,NA,FantasySharks,0522,NA,"Lions, Detroit",D,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.4,0,1.3,NA,0.6,NA,0.1,29.6,NA,NA,NA,401,NA,5.1,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.3,0,1.3,NA,0.2,NA,0.1,31.6,NA,NA,NA,410.1,NA,3.9,NA,FantasySharks,0513,NA,"Raiders, Las Vegas",D,@KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.2,NA,3.3,NA,0.7,0.9,0.2,18.5,NA,NA,NA,294.7,NA,12.89,NA,FleaFlicker,0524,2345,Minnesota Vikings,DST,CHISun 1:00 PM,7,NA,D/ST22,0,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.9,NA,3.3,NA,0.6,1,0.2,19.8,NA,NA,NA,324.3,NA,12.24,NA,FleaFlicker,0503,2344,Miami Dolphins,DST,@NYJSun 1:00 PM,11,NA,D/ST19,0,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1.1,NA,2.7,NA,0.7,1.2,0.2,17.5,NA,NA,NA,307.8,NA,12.19,NA,FleaFlicker,0525,2357,Tampa Bay Buccaneers,DST,ATLSun 1:00 PM,11,NA,D/ST4,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.2,NA,2.7,NA,0.6,0.8,0.2,15.1,NA,NA,NA,282,NA,11.68,NA,FleaFlicker,0501,2331,Buffalo Bills,DST,PITSun 1:00 PM,7,NA,D/ST2,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.9,NA,3,NA,0.6,0.9,0.2,15.5,NA,NA,NA,284.8,NA,11.45,NA,FleaFlicker,0530,2355,San Francisco 49ers,DST,@CARSun 4:05 PM,9,NA,D/ST1,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.8,NA,3,NA,0.6,0.9,0.2,17,NA,NA,NA,319.2,NA,11.33,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,NYGL 22-27,14,11.33,D/ST6,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.9,NA,0.6,0.9,0.2,20.4,NA,NA,NA,334,NA,11.28,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,@WASSun 1:00 PM,6,NA,D/ST25,0,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.1,NA,2.7,NA,0.6,0.8,0.2,22.6,NA,NA,NA,344.8,NA,11.07,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,@LARSun 4:25 PM,9,NA,D/ST3,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.9,NA,2.4,NA,0.7,1.1,0.2,21.1,NA,NA,NA,353.5,NA,10.95,NA,FleaFlicker,0512,2343,Kansas City Chiefs,DST,LVMon 8:15 PM,8,NA,D/ST18,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.8,NA,2.6,NA,0.6,1,0.2,22.9,NA,NA,NA,368.3,NA,10.77,NA,FleaFlicker,0531,2330,Baltimore Ravens,DST,CINSun 8:20 PM,10,NA,D/ST11,0,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.9,NA,2.6,NA,0.7,1,0.2,18.1,NA,NA,NA,328.4,NA,10.69,NA,FleaFlicker,0511,2337,Denver Broncos,DST,INDL 9-12,9,10.69,D/ST7,0,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,2.6,NA,0.7,1,0.2,21.7,NA,NA,NA,338.9,NA,10.68,NA,FleaFlicker,0518,2351,Philadelphia Eagles,DST,@ARISun 4:25 PM,7,NA,D/ST9,0,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1.1,NA,2.6,NA,0.5,0.7,0.2,17,NA,NA,NA,312.9,NA,10.52,NA,FleaFlicker,0509,2342,Jacksonville Jaguars,DST,HOUSun 1:00 PM,11,NA,D/ST20,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,2.5,NA,0.6,0.8,0.2,23.7,NA,NA,NA,359.2,NA,10.46,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,@BALSun 8:20 PM,10,NA,D/ST14,0,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.4,NA,0.6,1,0.2,21.5,NA,NA,NA,338.9,NA,10.13,NA,FleaFlicker,0502,2341,Indianapolis Colts,DST,@DENW 12-9,14,10.13,D/ST15,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.5,NA,0.6,0.8,0.2,19.6,NA,NA,NA,343.1,NA,10.08,NA,FleaFlicker,0529,2347,New Orleans Saints,DST,SEASun 1:00 PM,14,NA,D/ST5,0,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.9,NA,2.4,NA,0.6,0.8,0.2,22.2,NA,NA,NA,339.6,NA,9.96,NA,FleaFlicker,0520,2359,Washington Commanders,DST,TENSun 1:00 PM,14,NA,NA,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,NA,2.2,NA,0.6,1,0.2,24.7,NA,NA,NA,351.3,NA,9.92,NA,FleaFlicker,0515,2354,Seattle Seahawks,DST,@NOSun 1:00 PM,11,NA,D/ST26,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,NA,2.2,NA,0.6,0.9,0.2,24.8,NA,NA,NA,335.6,NA,9.6,NA,FleaFlicker,0522,2338,Detroit Lions,DST,@NESun 1:00 PM,6,NA,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,2.2,NA,0.6,0.9,0.2,19.2,NA,NA,NA,333.9,NA,9.58,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,DALSun 4:25 PM,7,NA,D/ST8,0,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.1,NA,0.7,1,0.2,25.6,NA,NA,NA,383.2,NA,9.57,NA,FleaFlicker,0519,2328,Arizona Cardinals,DST,PHISun 4:25 PM,13,NA,NA,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,2,NA,0.7,1,0.2,24.9,NA,NA,NA,352.2,NA,9.5,NA,FleaFlicker,0532,2340,Houston Texans,DST,@JACSun 1:00 PM,6,NA,NA,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,NA,2.3,NA,0.6,0.8,0.2,25.1,NA,NA,NA,359.4,NA,9.44,NA,FleaFlicker,0521,2333,Chicago Bears,DST,@MINSun 1:00 PM,14,NA,D/ST24,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2.1,NA,0.7,0.9,0.2,21.6,NA,NA,NA,345.9,NA,9.36,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,SFSun 4:05 PM,13,NA,D/ST17,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.8,NA,2,NA,0.6,0.9,0.2,21.5,NA,NA,NA,350.5,NA,9.25,NA,FleaFlicker,0504,2346,New England Patriots,DST,DETSun 1:00 PM,10,NA,D/ST16,0,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,NA,2.1,NA,0.6,0.9,0.2,24,NA,NA,NA,370,NA,9.21,NA,FleaFlicker,0507,2335,Cleveland Browns,DST,LACSun 1:00 PM,9,NA,D/ST13,0,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,NA,2.2,NA,0.5,0.8,0.2,23.9,NA,NA,NA,353.7,NA,9.16,NA,FleaFlicker,0514,2353,Los Angeles Chargers,DST,@CLESun 1:00 PM,8,NA,D/ST10,0,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.9,NA,2,NA,0.6,0.8,0.1,27.8,NA,NA,NA,376.3,NA,9.14,NA,FleaFlicker,0510,2352,Pittsburgh Steelers,DST,@BUFSun 1:00 PM,9,NA,D/ST12,0,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.8,NA,2.2,NA,0.5,0.8,0.2,23.6,NA,NA,NA,360.2,NA,9.1,NA,FleaFlicker,0505,2349,New York Jets,DST,MIASun 1:00 PM,10,NA,D/ST23,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.5,NA,2,NA,0.6,1.1,0.2,24.4,NA,NA,NA,359.6,NA,8.84,NA,FleaFlicker,0517,2348,New York Giants,DST,@GBW 27-22,9,8.84,D/ST21,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,NA,1.5,NA,0.6,1.1,0.1,27.4,NA,NA,NA,370.7,NA,8.17,NA,FleaFlicker,0526,2329,Atlanta Falcons,DST,@TBSun 1:00 PM,14,NA,D/ST27,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,NA,1.7,NA,0.6,0.9,0.1,29.3,NA,NA,NA,384.8,NA,7.97,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,@KCMon 8:15 PM,6,NA,NA,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.1,NA,3.03,NA,0.45,NA,0.23,15.25,NA,NA,NA,293.23,NA,10.21,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,PIT,NA,NA,NA,NA,NA,3.58,16.84,#27,1,10.14,5000,2.03,10.14,4100,2.47,10.14,20,0.51,NA,NA,NA,NA
MIN,0.63,NA,3.93,NA,0.71,NA,0.19,18.5,NA,NA,NA,293.06,NA,9.54,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,CHI,NA,NA,NA,NA,NA,3.04,16.04,#20,2,9.52,4300,2.21,9.52,3600,2.64,9.52,14,0.68,NA,NA,NA,NA
SF,0.88,NA,2.93,NA,0.52,NA,0.22,16.5,NA,NA,NA,317.88,NA,9.31,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,CAR,NA,NA,NA,NA,NA,2.86,15.76,#31,3,9.3,4400,2.11,9.3,3800,2.45,9.3,17,0.55,NA,NA,NA,NA
GB,0.66,NA,2.97,NA,0.66,NA,0.22,16.5,NA,NA,NA,307.91,NA,9.22,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,NYG,NA,NA,NA,NA,NA,2.79,15.65,#16,4,9.2,4600,2,9.2,3700,2.49,9.2,15,0.61,NA,NA,NA,NA
TB,0.77,NA,2.84,NA,0.61,NA,0.21,18.25,NA,NA,NA,317.35,NA,8.63,NA,NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,D,ATL,NA,NA,NA,NA,NA,2.31,14.95,#14,5,8.63,4800,1.8,8.63,3900,2.21,8.63,20,0.43,NA,NA,NA,NA
MIA,0.79,NA,3.72,NA,0.49,NA,0.17,21.5,NA,NA,NA,310.06,NA,8.26,NA,NumberFire,0503,miami-dst,Miami D/ST,D,NYJ,NA,NA,NA,NA,NA,2.02,14.5,#28,6,8.22,4900,1.68,8.22,3200,2.57,8.22,15,0.55,NA,NA,NA,NA
LA,1,NA,2.36,NA,0.41,NA,0.2,18.5,NA,NA,NA,331.38,NA,8.09,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,DAL,NA,NA,NA,NA,NA,1.88,14.3,#19,7,8.07,3900,2.07,8.07,3700,2.18,8.07,16,0.5,NA,NA,NA,NA
JAC,0.78,NA,2.38,NA,0.5,NA,0.2,18.25,NA,NA,NA,328.59,NA,7.94,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,HOU,NA,NA,NA,NA,NA,1.76,14.12,#26,8,7.91,4600,1.72,7.91,3400,2.33,7.91,19,0.42,NA,NA,NA,NA
PHI,0.75,NA,2.77,NA,0.69,NA,0.19,21.5,NA,NA,NA,342.56,NA,7.64,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,ARI,NA,NA,NA,NA,NA,1.52,13.76,#18,9,7.65,4500,1.7,7.65,3500,2.19,7.65,18,0.43,NA,NA,NA,NA
NO,0.91,NA,2.48,NA,0.44,NA,0.19,20,NA,NA,NA,340.57,NA,7.62,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,SEA,NA,NA,NA,NA,NA,1.51,13.73,#5,10,7.62,3800,2.01,7.62,3300,2.31,7.62,12,0.64,NA,NA,NA,NA
DEN,0.63,NA,2.39,NA,0.6,NA,0.2,19,NA,NA,NA,330.56,NA,7.58,NA,NumberFire,0511,denver-dst,Denver D/ST,D,IND,NA,NA,NA,NA,NA,1.47,13.69,#32,11,7.54,4200,1.8,7.54,3200,2.36,7.54,19,0.4,NA,NA,NA,NA
TEN,0.62,NA,2.67,NA,0.53,NA,0.18,20.5,NA,NA,NA,335.38,NA,7.23,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,WSH,NA,NA,NA,NA,NA,1.2,13.26,#22,12,7.2,4200,1.71,7.2,3000,2.4,7.2,14,0.51,NA,NA,NA,NA
KC,0.71,NA,2.59,NA,0.63,NA,0.18,22,NA,NA,NA,351.18,NA,7.14,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,LV,NA,NA,NA,NA,NA,1.12,13.16,#11,13,7.14,4200,1.7,7.14,2900,2.46,7.14,13,0.55,NA,NA,NA,NA
BAL,0.78,NA,2.72,NA,0.5,NA,0.17,22.25,NA,NA,NA,380.22,NA,7.04,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,CIN,NA,NA,NA,NA,NA,1.04,13.04,#21,14,7.03,4700,1.5,7.03,3000,2.34,7.03,17,0.41,NA,NA,NA,NA
WSH,0.72,NA,2.63,NA,0.54,NA,0.17,22,NA,NA,NA,347.76,NA,6.97,NA,NumberFire,0520,washington-dst,Washington D/ST,D,TEN,NA,NA,NA,NA,NA,0.99,12.95,#15,15,6.94,3200,2.17,6.94,2700,2.57,6.94,NA,NA,NA,NA,NA,NA
CAR,0.73,NA,2.12,NA,0.74,NA,0.15,23,NA,NA,NA,362.2,NA,6.57,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,SF,NA,NA,NA,NA,NA,0.67,12.47,#29,16,6.49,3600,1.8,6.49,2600,2.5,6.49,15,0.43,NA,NA,NA,NA
CIN,0.76,NA,3.1,NA,0.5,NA,0.15,25.25,NA,NA,NA,357.6,NA,6.52,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,BAL,NA,NA,NA,NA,NA,0.63,12.41,#6,17,6.51,3800,1.71,6.51,2800,2.33,6.51,12,0.54,NA,NA,NA,NA
NE,0.78,NA,2.17,NA,0.44,NA,0.17,21.75,NA,NA,NA,331.18,NA,6.52,NA,NumberFire,0504,new-england-dst,New England D/ST,D,DET,NA,NA,NA,NA,NA,0.63,12.41,#3,17,6.49,3600,1.8,6.49,2900,2.24,6.49,10,0.65,NA,NA,NA,NA
IND,0.55,NA,2.57,NA,0.59,NA,0.16,22.5,NA,NA,NA,350.21,NA,6.51,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,DEN,NA,NA,NA,NA,NA,0.62,12.4,#30,19,6.46,3800,1.7,6.46,2700,2.39,6.46,12,0.54,NA,NA,NA,NA
LAC,0.72,NA,2.23,NA,0.36,NA,0.17,22.5,NA,NA,NA,334.15,NA,6.08,NA,NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,D,CLE,NA,NA,NA,NA,NA,0.28,11.88,#7,20,6.06,3900,1.55,6.06,3100,1.95,6.06,10,0.61,NA,NA,NA,NA
DET,0.96,NA,2.12,NA,0.48,NA,0.15,24.75,NA,NA,NA,336.02,NA,6.03,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,NE,NA,NA,NA,NA,NA,0.24,11.82,#25,21,6.01,4700,1.28,6.01,2800,2.15,6.01,12,0.5,NA,NA,NA,NA
NYJ,0.82,NA,2.62,NA,0.38,NA,0.15,25,NA,NA,NA,361.21,NA,5.99,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,MIA,NA,NA,NA,NA,NA,0.2,11.78,#2,22,5.99,4000,1.5,5.99,2600,2.3,5.99,12,0.5,NA,NA,NA,NA
DAL,0.78,NA,2.44,NA,0.35,NA,0.15,24,NA,NA,NA,358.59,NA,5.94,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,LA,NA,NA,NA,NA,NA,0.16,11.72,#23,23,5.91,4100,1.44,5.91,2500,2.36,5.91,19,0.31,NA,NA,NA,NA
CLE,0.63,NA,2.33,NA,0.53,NA,0.16,24,NA,NA,NA,358.6,NA,5.9,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,LAC,NA,NA,NA,NA,NA,0.13,11.67,#9,24,5.9,4000,1.48,5.9,2700,2.19,5.9,13,0.45,NA,NA,NA,NA
SEA,0.78,NA,2.45,NA,0.51,NA,0.15,25.5,NA,NA,NA,338.34,NA,5.85,NA,NumberFire,0515,seattle-dst,Seattle D/ST,D,NO,NA,NA,NA,NA,NA,0.09,11.61,#24,25,5.89,3100,1.9,5.89,2500,2.36,5.89,19,0.31,NA,NA,NA,NA
CHI,0.69,NA,2.52,NA,0.54,NA,0.13,26,NA,NA,NA,367.63,NA,5.67,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,MIN,NA,NA,NA,NA,NA,-0.05,11.39,#10,26,5.6,3300,1.7,5.6,2300,2.43,5.6,14,0.4,NA,NA,NA,NA
HOU,0.77,NA,1.87,NA,0.59,NA,0.14,25.25,NA,NA,NA,344.73,NA,5.48,NA,NumberFire,0532,houston-dst,Houston D/ST,D,JAC,NA,NA,NA,NA,NA,-0.2,11.16,#12,27,5.44,3700,1.47,5.44,2400,2.27,5.44,12,0.45,NA,NA,NA,NA
PIT,0.81,NA,2.32,NA,0.72,NA,0.12,29.25,NA,NA,NA,367.09,NA,5.17,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,BUF,NA,NA,NA,NA,NA,-0.45,10.79,#8,28,5.11,3500,1.46,5.11,2400,2.13,5.11,17,0.3,NA,NA,NA,NA
ARI,0.71,NA,2.12,NA,0.48,NA,0.13,27,NA,NA,NA,371.69,NA,4.94,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,PHI,NA,NA,NA,NA,NA,-0.64,10.52,#4,29,4.95,3400,1.46,4.95,2100,2.36,4.95,10,0.5,NA,NA,NA,NA
NYG,0.3,NA,2.16,NA,0.4,NA,0.14,25,NA,NA,NA,364.65,NA,4.5,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,GB,NA,NA,NA,NA,NA,-0.99,9.99,#13,30,4.45,3400,1.31,4.45,2300,1.93,4.45,11,0.4,NA,NA,NA,NA
LV,0.59,NA,2.01,NA,0.55,NA,0.13,29.5,NA,NA,NA,367.42,NA,4.05,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,KC,NA,NA,NA,NA,NA,-1.35,9.45,#1,31,4.04,3200,1.26,4.04,2200,1.84,4.04,10,0.4,NA,NA,NA,NA
ATL,0.59,NA,1.66,NA,0.35,NA,0.12,28.25,NA,NA,NA,366.91,NA,3.63,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,TB,NA,NA,NA,NA,NA,-1.68,8.94,#17,32,3.58,3000,1.19,3.58,2200,1.63,3.58,15,0.24,NA,NA,NA,NA
Minnesota Vikings,1.15,0.06,3.4,NA,0.76,NA,0.16,20,NA,NA,NA,NA,NA,8.48,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Tampa Bay Buccaneers,1.26,0.06,2.75,NA,0.72,NA,0.15,15.01,NA,NA,NA,NA,NA,7.97,NA,NFL,0525,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Buffalo Bills,1.19,0.04,2.65,NA,0.71,NA,0.16,15.55,NA,NA,NA,NA,NA,7.73,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Miami Dolphins,0.84,0.05,3.58,NA,0.49,NA,0.15,20.04,NA,NA,NA,NA,NA,7.42,NA,NFL,0503,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Tennessee Titans,0.97,0.04,2.91,NA,0.62,NA,0.15,19.58,NA,NA,NA,NA,NA,7.25,NA,NFL,0508,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Kansas City Chiefs,1.03,0.03,2.4,NA,0.61,NA,0.18,17.72,NA,NA,NA,NA,NA,7.24,NA,NFL,0512,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA
Green Bay Packers,1.12,0.05,2.69,NA,0.5,NA,0.16,17.12,NA,NA,NA,NA,NA,7.23,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Cincinnati Bengals,1.03,0.03,2.58,NA,0.72,NA,0.14,20.72,NA,NA,NA,NA,NA,7.16,NA,NFL,0506,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Jacksonville Jaguars,1.13,0.05,2.36,NA,0.62,NA,0.16,18.8,NA,NA,NA,NA,NA,7.16,NA,NFL,0509,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
San Francisco 49ers,0.96,0.04,2.66,NA,0.71,NA,0.14,17.42,NA,NA,NA,NA,NA,7.1,NA,NFL,0530,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Washington Commanders,0.95,0.04,2.5,NA,0.67,NA,0.15,22.35,NA,NA,NA,NA,NA,6.9,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Dallas Cowboys,1.01,0.03,2.39,NA,0.65,NA,0.16,23.37,NA,NA,NA,NA,NA,6.85,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Denver Broncos,0.95,0.04,2.54,NA,0.64,NA,0.15,21.42,NA,NA,NA,NA,NA,6.82,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
New Orleans Saints,0.87,0.05,2.68,NA,0.62,NA,0.14,19.62,NA,NA,NA,NA,NA,6.78,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Seattle Seahawks,1.07,0.04,2.41,NA,0.59,NA,0.14,23.13,NA,NA,NA,NA,NA,6.77,NA,NFL,0515,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Indianapolis Colts,0.95,0.03,2.42,NA,0.61,NA,0.15,20.43,NA,NA,NA,NA,NA,6.74,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Baltimore Ravens,0.71,0.06,2.81,NA,0.61,NA,0.15,21.78,NA,NA,NA,NA,NA,6.71,NA,NFL,0531,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Chicago Bears,0.98,0.02,2.22,NA,0.6,NA,0.15,24.87,NA,NA,NA,NA,NA,6.68,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA
Philadelphia Eagles,0.82,0.03,2.26,NA,0.75,NA,0.16,24.59,NA,NA,NA,NA,NA,6.66,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
