team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
DAL,0.6,NA,2.5,NA,0.6,1.1,0.2,18.4,NA,NA,NA,322.8,NA,10.47,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,@GBSun 4:25 PM,9,D/ST3,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,NA,2.3,NA,0.6,1,0.2,26.2,NA,NA,NA,370.1,NA,10.15,NA,FleaFlicker,0514,2353,Los Angeles Chargers,DST,@SFSun 8:20 PM,8,D/ST16,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.9,NA,2.3,NA,0.6,0.9,0.2,16.6,NA,NA,NA,302.7,NA,10.03,NA,FleaFlicker,0517,2348,New York Giants,DST,HOUSun 1:00 PM,9,D/ST20,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1.1,NA,2.3,NA,0.6,0.8,0.2,20.4,NA,NA,NA,320.7,NA,10.02,NA,FleaFlicker,0526,2329,Atlanta Falcons,DST,@CARThu 8:15 PM,14,D/ST27,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,2.5,NA,0.6,0.8,0.1,19.5,NA,NA,NA,338,NA,9.92,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,ARISun 4:25 PM,7,D/ST11,0,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,NA,2.4,NA,0.6,0.8,0.2,22.1,NA,NA,NA,322.4,NA,9.91,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,ATLThu 8:15 PM,13,D/ST15,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,NA,2.2,NA,0.7,1,0.1,26.6,NA,NA,NA,394,NA,9.91,NA,FleaFlicker,0524,2345,Minnesota Vikings,DST,@BUFSun 1:00 PM,7,D/ST25,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.7,NA,2.6,NA,0.6,0.9,0.1,23,NA,NA,NA,348.7,NA,9.9,NA,FleaFlicker,0532,2340,Houston Texans,DST,@NYGSun 1:00 PM,6,NA,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.9,NA,2.2,NA,0.6,0.9,0.2,22.5,NA,NA,NA,359.8,NA,9.83,NA,FleaFlicker,0510,2352,Pittsburgh Steelers,DST,NOSun 1:00 PM,9,D/ST22,0,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,NA,2.5,NA,0.5,0.7,0.2,19.3,NA,NA,NA,327.1,NA,9.69,NA,FleaFlicker,0501,2331,Buffalo Bills,DST,MINSun 1:00 PM,7,D/ST1,0,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.7,NA,2.2,NA,0.6,0.9,0.2,19.4,NA,NA,NA,348.2,NA,9.55,NA,FleaFlicker,0530,2355,San Francisco 49ers,DST,LACSun 8:20 PM,9,D/ST2,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,NA,2.2,NA,0.6,0.9,0.1,20.6,NA,NA,NA,300.1,NA,9.39,NA,FleaFlicker,0511,2337,Denver Broncos,DST,@TENSun 1:00 PM,9,D/ST4,0,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,NA,2.1,NA,0.6,0.9,0.1,25.6,NA,NA,NA,363.3,NA,9.34,NA,FleaFlicker,0507,2335,Cleveland Browns,DST,@MIASun 1:00 PM,9,D/ST14,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,NA,2,NA,0.6,1,0.1,22.1,NA,NA,NA,357.4,NA,9.3,NA,FleaFlicker,0521,2333,Chicago Bears,DST,DETSun 1:00 PM,14,D/ST26,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.2,NA,0.6,0.9,0.1,23.6,NA,NA,NA,334.7,NA,9.26,NA,FleaFlicker,0502,2341,Indianapolis Colts,DST,@LVSun 4:05 PM,14,D/ST12,0,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,NA,2.4,NA,0.5,0.7,0.1,26.7,NA,NA,NA,374.5,NA,8.96,NA,FleaFlicker,0520,2359,Washington Commanders,DST,@PHIMon 8:15 PM,14,NA,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,NA,1.9,NA,0.6,1.1,0.1,22.7,NA,NA,NA,350.7,NA,8.95,NA,FleaFlicker,0515,2354,Seattle Seahawks,DST,@TBSun 9:30 AM,11,D/ST24,0,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.8,NA,2.1,NA,0.5,0.7,0.1,22.8,NA,NA,NA,343.2,NA,8.65,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,DALSun 4:25 PM,14,D/ST13,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,NA,2.1,NA,0.6,0.7,0.1,29.1,NA,NA,NA,397,NA,8.44,NA,FleaFlicker,0509,2342,Jacksonville Jaguars,DST,@KCSun 1:00 PM,11,D/ST21,0,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.92,NA,3.54,NA,0.4,NA,0.21,16.5,NA,NA,NA,297.92,NA,9.79,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,WSH,NA,NA,NA,NA,3.24,16.34,#25,1,9.77,4900,1.99,9.77,3700,2.64,9.77,21,0.47,NA,NA,NA,NA
LV,0.7,NA,2.97,NA,0.57,NA,0.2,18.25,NA,NA,NA,332.22,NA,8.49,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,IND,NA,NA,NA,NA,2.2,14.78,#32,2,8.48,4800,1.77,8.48,3800,2.23,8.48,13,0.65,NA,NA,NA,NA
TEN,0.56,NA,3.14,NA,0.52,NA,0.21,17.75,NA,NA,NA,334.31,NA,8.45,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,DEN,NA,NA,NA,NA,2.17,14.73,#31,3,8.45,4400,1.92,8.45,3200,2.64,8.45,17,0.5,NA,NA,NA,NA
NYG,0.76,NA,2.26,NA,0.45,NA,0.21,17,NA,NA,NA,322.66,NA,8.1,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,HOU,NA,NA,NA,NA,1.89,14.31,#28,4,8.05,4300,1.87,8.05,3900,2.06,8.05,13,0.62,NA,NA,NA,NA
LA,0.69,NA,2.75,NA,0.67,NA,0.18,20.25,NA,NA,NA,345.97,NA,7.83,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,ARI,NA,NA,NA,NA,1.67,13.99,#20,5,7.77,4200,1.85,7.77,3300,2.35,7.77,14,0.56,NA,NA,NA,NA
NO,0.77,NA,2.49,NA,0.48,NA,0.19,19,NA,NA,NA,307.63,NA,7.71,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,PIT,NA,NA,NA,NA,1.58,13.84,#26,6,7.68,3900,1.97,7.68,3500,2.19,7.68,14,0.55,NA,NA,NA,NA
ATL,0.89,NA,2.4,NA,0.51,NA,0.18,20.25,NA,NA,NA,317.6,NA,7.55,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,CAR,NA,NA,NA,NA,1.45,13.65,#29,7,7.5,NA,NA,7.5,3600,2.08,7.5,12,0.63,NA,NA,NA,NA
SF,0.73,NA,2.2,NA,0.6,NA,0.19,19.25,NA,NA,NA,340.52,NA,7.55,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,LAC,NA,NA,NA,NA,1.45,13.65,#18,7,7.5,4200,1.79,7.5,3000,2.5,7.5,18,0.42,NA,NA,NA,NA
TB,0.89,NA,2.37,NA,0.52,NA,0.17,21,NA,NA,NA,348.98,NA,7.33,NA,NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,D,SEA,NA,NA,NA,NA,1.28,13.38,#11,9,7.29,NA,NA,7.29,3200,2.28,7.29,20,0.36,NA,NA,NA,NA
PIT,0.81,NA,2.29,NA,0.69,NA,0.17,21.5,NA,NA,NA,338.1,NA,7.24,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,NO,NA,NA,NA,NA,1.2,13.28,#19,10,7.21,3600,2,7.21,2800,2.58,7.21,13,0.55,NA,NA,NA,NA
KC,0.78,NA,2.12,NA,0.6,NA,0.19,20.5,NA,NA,NA,347.25,NA,7.2,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,JAC,NA,NA,NA,NA,1.17,13.23,#7,11,7.19,4300,1.67,7.19,3400,2.11,7.19,14,0.51,NA,NA,NA,NA
BUF,0.65,NA,2.45,NA,0.45,NA,0.19,20,NA,NA,NA,333.44,NA,7.09,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,MIN,NA,NA,NA,NA,1.08,13.1,#15,12,7.09,4500,1.58,7.09,3700,1.92,7.09,18,0.39,NA,NA,NA,NA
ARI,0.76,NA,3.29,NA,0.42,NA,0.16,23.25,NA,NA,NA,333.01,NA,7.08,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,LA,NA,NA,NA,NA,1.08,13.08,#27,13,7.08,4000,1.77,7.08,2700,2.62,7.08,21,0.34,NA,NA,NA,NA
CHI,0.82,NA,2.09,NA,0.59,NA,0.17,22.75,NA,NA,NA,361.46,NA,6.53,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,DET,NA,NA,NA,NA,0.64,12.42,#12,14,6.48,3800,1.71,6.48,3100,2.09,6.48,14,0.46,NA,NA,NA,NA
HOU,0.58,NA,2.81,NA,0.58,NA,0.15,23.5,NA,NA,NA,337.4,NA,6.5,NA,NumberFire,0532,houston-dst,Houston D/ST,D,NYG,NA,NA,NA,NA,0.61,12.39,#13,15,6.44,3400,1.89,6.44,2600,2.48,6.44,15,0.43,NA,NA,NA,NA
MIN,0.83,NA,2.46,NA,0.63,NA,0.15,24.5,NA,NA,NA,376.68,NA,6.49,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,BUF,NA,NA,NA,NA,0.6,12.38,#3,16,6.45,3200,2.02,6.45,2200,2.93,6.45,15,0.43,NA,NA,NA,NA
DAL,0.3,NA,2.39,NA,0.32,NA,0.2,18.75,NA,NA,NA,305.82,NA,6.47,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,GB,NA,NA,NA,NA,0.59,12.35,#21,17,6.45,5000,1.29,6.45,4000,1.61,6.45,21,0.31,NA,NA,NA,NA
DET,0.53,NA,2.72,NA,0.9,NA,0.14,25.75,NA,NA,NA,321.96,NA,6.36,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,CHI,NA,NA,NA,NA,0.5,12.22,#14,18,6.3,3500,1.8,6.3,2900,2.17,6.3,12,0.53,NA,NA,NA,NA
MIA,0.65,NA,2.5,NA,0.42,NA,0.16,22.5,NA,NA,NA,349.65,NA,6.32,NA,NumberFire,0503,miami-dst,Miami D/ST,D,CLE,NA,NA,NA,NA,0.47,12.17,#8,19,6.33,4000,1.58,6.33,3600,1.76,6.33,11,0.58,NA,NA,NA,NA
DEN,0.67,NA,1.87,NA,0.47,NA,0.17,20.75,NA,NA,NA,321.5,NA,6.32,NA,NumberFire,0511,denver-dst,Denver D/ST,D,TEN,NA,NA,NA,NA,0.47,12.17,#23,19,6.28,4700,1.34,6.28,3000,2.09,6.28,16,0.39,NA,NA,NA,NA
LAC,0.93,NA,2.41,NA,0.53,NA,0.13,26.25,NA,NA,NA,373.91,NA,5.94,NA,NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,D,SF,NA,NA,NA,NA,0.16,11.72,#17,21,5.89,3400,1.73,5.89,2700,2.18,5.89,10,0.59,NA,NA,NA,NA
CAR,0.62,NA,2.21,NA,0.52,NA,0.16,23.25,NA,NA,NA,335.05,NA,5.94,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,ATL,NA,NA,NA,NA,0.16,11.72,#9,21,5.92,NA,NA,5.92,3100,1.91,5.92,14,0.42,NA,NA,NA,NA
IND,0.63,NA,2.25,NA,0.57,NA,0.15,24.25,NA,NA,NA,336.02,NA,5.8,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,LV,NA,NA,NA,NA,0.05,11.55,#10,23,5.74,4100,1.4,5.74,2500,2.3,5.74,14,0.41,NA,NA,NA,NA
GB,0.59,NA,2,NA,0.45,NA,0.14,23.75,NA,NA,NA,335.51,NA,5.39,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,DAL,NA,NA,NA,NA,-0.28,11.06,#16,24,5.35,3700,1.45,5.35,2400,2.23,5.35,15,0.36,NA,NA,NA,NA
CLE,0.74,NA,2.19,NA,0.48,NA,0.15,26,NA,NA,NA,367.63,NA,5.32,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,MIA,NA,NA,NA,NA,-0.33,10.97,#6,25,5.29,3500,1.51,5.29,2300,2.3,5.29,11,0.48,NA,NA,NA,NA
SEA,0.53,NA,2.19,NA,0.29,NA,0.16,23.5,NA,NA,NA,341.1,NA,5.21,NA,NumberFire,0515,seattle-dst,Seattle D/ST,D,TB,NA,NA,NA,NA,-0.42,10.84,#24,26,5.2,NA,NA,5.2,2900,1.79,5.2,17,0.31,NA,NA,NA,NA
WSH,0.67,NA,2.44,NA,0.46,NA,0.12,27,NA,NA,NA,390.73,NA,5.1,NA,NumberFire,0520,washington-dst,Washington D/ST,D,PHI,NA,NA,NA,NA,-0.51,10.71,#2,27,5.07,3500,1.45,5.07,2200,2.3,5.07,NA,NA,NA,NA,NA,NA
JAC,0.66,NA,2.17,NA,0.57,NA,0.12,30,NA,NA,NA,399.14,NA,4.27,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,KC,NA,NA,NA,NA,-1.17,9.71,#1,28,4.27,3000,1.42,4.27,2100,2.03,4.27,12,0.36,NA,NA,NA,NA
Philadelphia Eagles,1.13,0.06,2.87,NA,0.59,NA,0.17,18.04,NA,NA,NA,NA,NA,7.87,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA
Detroit Lions,0.86,0.04,3.38,NA,0.68,NA,0.16,24.33,NA,NA,NA,NA,NA,7.56,NA,NFL,0522,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA
Las Vegas Raiders,0.74,0.08,3.33,NA,0.64,NA,0.16,22.3,NA,NA,NA,NA,NA,7.39,NA,NFL,0513,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Carolina Panthers DEF  View News,1,0.06,2.67,NA,0.75,NA,0.15,19.83,NA,NA,NA,NA,NA,7.31,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Tennessee Titans,0.9,0.05,2.63,NA,0.73,NA,0.14,20.5,NA,NA,NA,NA,NA,7.13,NA,NFL,0508,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Tampa Bay Buccaneers DEF  View News,0.83,0.06,2.71,NA,0.69,NA,0.16,20.19,NA,NA,NA,NA,NA,7.01,NA,NFL,0525,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
New Orleans Saints,0.98,0.02,2.45,NA,0.65,NA,0.15,21.4,NA,NA,NA,NA,NA,6.95,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Atlanta Falcons DEF  View News,0.95,0.03,2.52,NA,0.63,NA,0.16,20.5,NA,NA,NA,NA,NA,6.82,NA,NFL,0526,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Los Angeles Rams,0.94,0.04,2.41,NA,0.65,NA,0.15,19.87,NA,NA,NA,NA,NA,6.81,NA,NFL,0528,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Denver Broncos,0.91,0.04,2.47,NA,0.63,NA,0.17,23.57,NA,NA,NA,NA,NA,6.77,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Chicago Bears,0.96,0.03,2.21,NA,0.58,NA,0.15,20.99,NA,NA,NA,NA,NA,6.73,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA
Buffalo Bills,1.07,0.03,2.15,NA,0.61,NA,0.15,18.6,NA,NA,NA,NA,NA,6.71,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Houston Texans,0.85,0.03,2.54,NA,0.55,NA,0.16,22.84,NA,NA,NA,NA,NA,6.66,NA,NFL,0532,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Green Bay Packers,1.15,0.03,2.08,NA,0.54,NA,0.14,22.04,NA,NA,NA,NA,NA,6.6,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Indianapolis Colts,0.89,0.03,2.3,NA,0.65,NA,0.15,22.77,NA,NA,NA,NA,NA,6.58,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Pittsburgh Steelers,1.01,0.04,2.31,NA,0.57,NA,0.14,23.03,NA,NA,NA,NA,NA,6.57,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Miami Dolphins,0.96,0.04,2.49,NA,0.49,NA,0.14,19.41,NA,NA,NA,NA,NA,6.55,NA,NFL,0503,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Dallas Cowboys,0.98,0.03,2.23,NA,0.6,NA,0.15,20.94,NA,NA,NA,NA,NA,6.53,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
New York Giants,0.86,0.05,2.29,NA,0.63,NA,0.15,20.97,NA,NA,NA,NA,NA,6.51,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Kansas City Chiefs,0.88,0.03,2.25,NA,0.62,NA,0.15,18.45,NA,NA,NA,NA,NA,6.45,NA,NFL,0512,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Cleveland Browns,0.92,0.03,2.27,NA,0.64,NA,0.13,23.72,NA,NA,NA,NA,NA,6.35,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Washington Commanders,0.8,0.03,2.3,NA,0.64,NA,0.13,24.5,NA,NA,NA,NA,NA,6.32,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA
Los Angeles Chargers,0.67,0.03,2.41,NA,0.65,NA,0.17,25.11,NA,NA,NA,NA,NA,6.31,NA,NFL,0514,100028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA
Minnesota Vikings DEF  View News,0.92,0.03,2.08,NA,0.65,NA,0.14,26.32,NA,NA,NA,NA,NA,6.24,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Arizona Cardinals,0.8,0.04,2.15,NA,0.68,NA,0.15,25.05,NA,NA,NA,NA,NA,6.21,NA,NFL,0519,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
San Francisco 49ers,0.82,0.03,2.15,NA,0.6,NA,0.15,18.83,NA,NA,NA,NA,NA,6.19,NA,NFL,0530,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA
Jacksonville Jaguars,0.77,0.03,1.94,NA,0.68,NA,0.14,27.11,NA,NA,NA,NA,NA,5.86,NA,NFL,0509,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
Seattle Seahawks DEF  View News,0.77,0.02,1.74,NA,0.63,NA,0.15,25.98,NA,NA,NA,NA,NA,5.54,NA,NFL,0515,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA
NA,0.789989119,NA,2.543152361,NA,0.44706454,0.687791601,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,60002,Bills D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076701087,0.033408888,61.99178612
NA,1.074461151,NA,2.963666209,NA,0.401526298,0.617732766,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,60009,Packers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072425476,0.032156672,56.4155165
NA,0.810060052,NA,1.873393876,NA,0.527818011,0.812027709,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,60018,Saints D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080827134,0.034377549,62.5710915
NA,1.153041606,NA,2.723243129,NA,0.513078892,0.789352141,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,60027,Buccaneers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074415622,0.031528556,58.66353079
NA,0.78375297,NA,2.422976441,NA,0.609419499,0.93756846,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,60033,Ravens D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077013581,0.031322943,58.26992977
NA,0.554049076,NA,2.977183657,NA,0.482253952,0.741929156,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,60025,49ers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0736645,0.031939011,59.60904919
NA,0.943221785,NA,2.90958786,NA,0.566373525,0.871343884,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,60006,Cowboys D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078327121,0.031630579,60.77179724
NA,0.924408959,NA,2.047981323,NA,0.51037397,0.785190724,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,60011,Colts D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07564499,0.031738901,58.49171729
NA,0.917146299,NA,2.132264196,NA,0.488252062,0.751157018,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,60023,Steelers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074260272,0.031562633,57.77971371
NA,0.830745103,NA,2.30856297,NA,0.62706553,0.9647162,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,60015,Dolphins D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076487171,0.032648037,65.47921805
NA,0.679963265,NA,2.007366644,NA,0.7020939,1.080144462,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,60024,Chargers D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077654171,0.031398586,60.24819025
NA,0.751854082,NA,2.025953579,NA,0.446966318,0.687640489,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,60028,Commanders D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074307533,0.03071493,57.77743356
NA,0.750347954,NA,2.674989414,NA,0.51362336,0.790189784,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,60005,Browns D/ST,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075682415,0.032201086,58.78726356
